cliente_id,zona_id,region,tipo_zona,poblacion_zona,edad,sexo,estado_civil,num_lineas,tipo_plan,tipo_dispositivo,ingreso_estimado,antiguedad_meses,descuento_activo
C001694,Z24,Centro,rural,12558,45.0,F,Casado/a,3,Prepago,Gama media,1936.0,-20.0,0
C001695,Z22,Este,suburbana,53534,21.0,F,Soltero/a,2,Prepago,Gama media,1943.0,19.0,0
C001696,Z17,Sur,suburbana,56619,19.0,F,Soltero/a,2,Premium,Gama alta,5141.0,26.0,0
C001697,Z06,Sur,rural,19752,32.0,M,Soltero/a,1,Premium,Gama media,1795.0,20.0,0
C001698,Z26,Oeste,urbana_premium,107159,21.0,F,Soltero/a,2,Premium,Gama alta,4849.0,9.0,0
C001699,Z29,Oeste,urbana_premium,67334,18.0,M,Soltero/a,2,Premium,Gama media,2400.0,63.0,0
C001700,Z23,Norte,rural,20553,,M,Soltero/a,1,Prepago,Gama media,2473.0,32.0,0
C001701,Z28,Sur,urbana_premium,64486,25.0,F,Casado/a,5,Premium,Gama media,3615.0,32.0,1
C001702,Z30,Centro,suburbana,33966,34.0,M,Casado/a,1,Contrato,Gama media,1811.0,24.0,0
C001703,Z11,Oeste,suburbana,41163,60.0,M,Soltero/a,1,Premium,Gama alta,5780.0,23.0,0
C001704,Z20,Oeste,suburbana,46953,37.0,F,Casado/a,4,Contrato,Gama media,2184.0,78.0,0
C001705,Z16,Este,urbana_premium,72683,34.0,F,Casado/a,4,Premium,Gama alta,2759.0,22.0,1
C001706,Z30,Centro,suburbana,33966,46.0,F,Divorciado/a,2,Premium,Gama alta,2371.0,59.0,1
C001707,Z04,Centro,suburbana,55457,37.0,M,Casado/a,4,Prepago,Gama media,1390.0,52.0,0
C001708,Z15,Oeste,suburbana,62939,45.0,F,Divorciado/a,1,Prepago,Gama media,2658.0,35.0,0
C001709,Z28,Sur,urbana_premium,64486,39.0,M,Soltero/a,3,Contrato,Gama media,3044.0,51.0,1
C001710,Z09,Norte,urbana_premium,102625,37.0,F,Soltero/a,2,Premium,Gama alta,5417.0,32.0,0
C001711,Z26,Oeste,urbana_premium,107159,69.0,M,Casado/a,3,Premium,Gama media,4275.0,30.0,0
C001712,Z13,Este,suburbana,37333,51.0,M,Divorciado/a,1,Contrato,Gama media,1913.0,33.0,0
C001713,Z30,Centro,suburbana,33966,27.0,F,Soltero/a,1,Premium,Gama alta,2372.0,116.0,0
C001714,Z28,Sur,urbana_premium,64486,40.0,M,Casado/a,4,Premium,Gama alta,8140.0,32.0,0
C001715,Z09,Norte,urbana_premium,102625,26.0,F,Soltero/a,3,Contrato,Gama alta,2782.0,35.0,0
C001716,Z26,Oeste,urbana_premium,107159,41.0,M,Soltero/a,3,Premium,Gama alta,5106.0,8.0,1
C001717,Z11,Oeste,suburbana,41163,23.0,M,Soltero/a,1,Premium,Gama alta,2350.0,15.0,1
C001718,Z18,Sur,urbana_premium,56342,23.0,M,Soltero/a,2,Premium,Gama alta,2694.0,22.0,1
C001719,Z21,Centro,rural,19103,49.0,M,Soltero/a,2,Prepago,Gama media,1921.0,26.0,0
C001720,Z26,Oeste,urbana_premium,107159,48.0,M,Soltero/a,3,Premium,Gama alta,6404.0,48.0,0
C001721,Z02,Oeste,suburbana,46400,46.0,M,Divorciado/a,2,Prepago,Gama media,1784.0,69.0,0
C001722,Z08,Sur,rural,17023,55.0,M,Casado/a,2,Prepago,Gama media,2921.0,12.0,1
C001723,Z22,Este,suburbana,53534,44.0,F,Casado/a,1,Premium,Gama alta,4568.0,27.0,0
C001724,Z18,Sur,urbana_premium,56342,38.0,F,Soltero/a,2,Premium,Gama media,3155.0,44.0,0
C001725,Z16,Este,urbana_premium,72683,30.0,M,Soltero/a,2,Contrato,Gama media,5426.0,15.0,0
C001726,Z03,Sur,rural,16530,55.0,M,Soltero/a,2,Prepago,Gama alta,3117.0,73.0,0
C001727,Z11,Oeste,suburbana,41163,,M,Casado/a,3,Prepago,Gama media,2248.0,28.0,0
C001728,Z27,Norte,suburbana,42704,39.0,M,Casado/a,1,Contrato,Gama baja,2138.0,19.0,0
C001729,Z02,Oeste,suburbana,46400,39.0,M,Soltero/a,2,Premium,Gama media,2825.0,-37.0,0
C001730,Z13,Este,suburbana,37333,59.0,M,Soltero/a,1,Premium,Gama media,3096.0,12.0,0
C001731,Z29,Oeste,urbana_premium,67334,36.0,F,Soltero/a,3,Premium,Gama alta,3363.0,65.0,0
C001732,Z03,Sur,rural,16530,46.0,F,Soltero/a,1,Contrato,Gama media,2829.0,30.0,0
C001733,Z26,Oeste,urbana_premium,107159,42.0,M,Casado/a,3,Premium,Gama baja,2920.0,64.0,1
C001734,Z09,Norte,urbana_premium,102625,35.0,M,Casado/a,2,Premium,Gama media,2782.0,32.0,0
C001735,Z27,Norte,suburbana,42704,30.0,M,Casado/a,2,Premium,Gama media,2985.0,90.0,0
C001736,Z25,Oeste,rural,11763,50.0,M,Casado/a,2,Premium,Gama alta,2515.0,11.0,1
C001737,Z28,Sur,urbana_premium,64486,36.0,F,Soltero/a,3,Premium,Gama alta,6058.0,57.0,0
C001738,Z08,Sur,rural,17023,67.0,M,Casado/a,4,Prepago,Gama alta,2722.0,19.0,0
C001739,Z17,Sur,suburbana,56619,49.0,M,Divorciado/a,1,Premium,Gama baja,3821.0,71.0,0
C001740,Z26,Oeste,urbana_premium,107159,29.0,M,Soltero/a,3,Premium,Gama media,3392.0,20.0,0
C001741,Z09,Norte,urbana_premium,102625,45.0,F,Soltero/a,2,Premium,Gama alta,3400.0,13.0,1
C001742,Z09,Norte,urbana_premium,102625,40.0,M,Soltero/a,2,Contrato,Gama media,3064.0,11.0,1
C001743,Z02,Oeste,suburbana,46400,56.0,F,Casado/a,3,Premium,Gama media,3178.0,-20.0,1
C001744,Z29,Oeste,urbana_premium,67334,30.0,M,Soltero/a,3,Premium,Gama media,4028.0,24.0,0
C001745,Z22,Este,suburbana,53534,,M,Soltero/a,1,Premium,Gama alta,3084.0,14.0,0
C001746,Z20,Oeste,suburbana,46953,39.0,M,Soltero/a,1,Premium,Gama alta,2777.0,58.0,0
C001747,Z25,Oeste,rural,11763,46.0,F,Casado/a,2,Premium,Gama media,2287.0,32.0,0
C001748,Z17,Sur,suburbana,56619,29.0,M,Soltero/a,2,Premium,Gama alta,5324.0,18.0,0
C001749,Z16,Este,urbana_premium,72683,43.0,M,Casado/a,4,Premium,Gama media,4213.0,32.0,0
C001750,Z15,Oeste,suburbana,62939,45.0,M,Casado/a,3,Premium,Gama alta,3656.0,73.0,0
C001751,Z20,Oeste,suburbana,46953,55.0,M,Casado/a,4,Premium,Gama media,3513.0,36.0,0
C001752,Z07,Centro,rural,15473,45.0,M,Soltero/a,1,Contrato,Gama baja,2184.0,19.0,1
C001753,Z28,Sur,urbana_premium,64486,31.0,F,Soltero/a,2,Prepago,Gama alta,4619.0,15.0,0
C001754,Z26,Oeste,urbana_premium,107159,45.0,X,Divorciado/a,3,Prepago,Gama media,3856.0,-65.0,0
C001755,Z11,Oeste,suburbana,41163,30.0,F,Soltero/a,2,Premium,Gama media,1924.0,32.0,1
C001756,Z18,Sur,urbana_premium,56342,49.0,F,Soltero/a,2,Prepago,Gama media,3124.0,4.0,0
C001757,Z05,Este,urbana_premium,94471,49.0,M,Casado/a,2,Premium,Gama alta,7690.0,,0
C001758,Z29,Oeste,urbana_premium,67334,51.0,F,Soltero/a,3,Premium,Gama alta,5758.0,18.0,0
C001759,Z28,Sur,urbana_premium,64486,41.0,M,Soltero/a,2,Premium,Gama alta,3447.0,48.0,0
C001760,Z29,Oeste,urbana_premium,67334,30.0,M,Soltero/a,3,Premium,Gama alta,,23.0,0
C001761,Z11,Oeste,suburbana,41163,41.0,F,Casado/a,4,Premium,Gama media,3218.0,21.0,0
C001762,Z05,Este,urbana_premium,94471,41.0,M,Casado/a,5,Premium,Gama alta,7044.0,10.0,1
C001763,Z08,Sur,rural,17023,38.0,M,Casado/a,1,Prepago,Gama media,2219.0,31.0,0
C001764,Z04,Centro,suburbana,55457,56.0,F,Soltero/a,2,Contrato,Gama media,3225.0,41.0,0
C001765,Z05,Este,urbana_premium,94471,43.0,M,Casado/a,5,Premium,Gama media,2896.0,32.0,1
C001766,Z04,Centro,suburbana,55457,29.0,M,Soltero/a,1,Premium,Gama alta,2844.0,32.0,1
C001767,Z30,Centro,suburbana,33966,63.0,F,Soltero/a,2,Contrato,Gama media,1142.0,16.0,1
C001768,Z04,Centro,suburbana,55457,41.0,M,Soltero/a,1,Prepago,Gama media,3265.0,19.0,0
C001769,Z05,Este,urbana_premium,94471,23.0,M,Soltero/a,3,Premium,Gama alta,5438.0,29.0,0
C001770,Z26,Oeste,urbana_premium,107159,26.0,M,Soltero/a,2,Premium,Gama alta,6921.0,29.0,0
C001771,Z18,Sur,urbana_premium,56342,54.0,F,Soltero/a,2,Contrato,Gama alta,4529.0,19.0,0
C001772,Z26,Oeste,urbana_premium,107159,58.0,F,Soltero/a,3,Premium,Gama media,3368.0,25.0,0
C001773,Z20,Oeste,suburbana,46953,52.0,NA,Casado/a,4,Prepago,Gama media,2236.0,53.0,0
C001774,Z28,Sur,urbana_premium,64486,52.0,M,Casado/a,3,Contrato,Gama media,3241.0,8.0,0
C001775,Z20,Oeste,suburbana,46953,55.0,M,Divorciado/a,2,Prepago,Gama media,1704.0,120.0,1
C001776,Z17,Sur,suburbana,56619,47.0,M,Divorciado/a,2,Contrato,Gama alta,2729.0,82.0,0
C001777,Z22,Este,suburbana,53534,44.0,F,Casado/a,1,Prepago,Gama media,1941.0,12.0,0
C001778,Z15,Oeste,suburbana,62939,46.0,F,Casado/a,3,Contrato,Gama media,2419.0,59.0,0
C001779,Z11,Oeste,suburbana,41163,49.0,F,Divorciado/a,1,Premium,Gama media,2775.0,22.0,1
C001780,Z16,Este,urbana_premium,72683,27.0,M,Soltero/a,2,Premium,Gama alta,4295.0,10.0,0
C001781,Z05,Este,urbana_premium,94471,,F,Casado/a,4,Prepago,Gama media,2148.0,35.0,0
C001782,Z26,Oeste,urbana_premium,107159,54.0,M,Casado/a,4,Prepago,Gama media,,19.0,1
C001783,Z09,Norte,urbana_premium,102625,34.0,M,Soltero/a,2,Prepago,Gama media,4866.0,56.0,1
C001784,Z05,Este,urbana_premium,94471,32.0,M,Soltero/a,2,Contrato,Gama alta,6247.0,,0
C001785,Z09,Norte,urbana_premium,102625,42.0,F,Casado/a,4,Premium,Gama alta,3729.0,13.0,1
C001786,Z27,Norte,suburbana,42704,32.0,F,Casado/a,4,Prepago,Gama media,6432.0,15.0,1
C001787,Z11,Oeste,suburbana,41163,24.0,M,Soltero/a,1,Prepago,Gama media,3809.0,23.0,0
C001788,Z22,Este,suburbana,53534,54.0,F,Soltero/a,1,Premium,Gama baja,3046.0,38.0,0
C001789,Z27,Norte,suburbana,42704,35.0,M,desconocido,4,Prepago,Gama alta,4606.0,13.0,0
C001790,Z04,Centro,suburbana,55457,40.0,M,Soltero/a,1,Premium,Gama alta,2496.0,47.0,0
C001791,Z26,Oeste,urbana_premium,107159,29.0,M,Soltero/a,3,Contrato,Gama media,2652.0,9.0,1
C001792,Z10,Este,suburbana,27514,55.0,M,Soltero/a,1,Premium,Gama alta,4126.0,15.0,0
C001793,Z08,Sur,rural,17023,55.0,F,Soltero/a,1,Prepago,Gama alta,2795.0,48.0,0
C001794,Z22,Este,suburbana,53534,37.0,M,Soltero/a,2,Prepago,Gama media,4296.0,23.0,1
C001795,Z28,Sur,urbana_premium,64486,22.0,M,Soltero/a,3,Premium,Gama media,5472.0,38.0,1
C001796,Z09,Norte,urbana_premium,102625,32.0,M,Casado/a,5,Premium,Gama alta,7736.0,-48.0,0
C001797,Z18,Sur,urbana_premium,56342,43.0,F,Casado/a,5,Premium,Gama alta,2303.0,9.0,1
C001798,Z09,Norte,urbana_premium,102625,,F,Soltero/a,3,Contrato,Gama media,3381.0,21.0,0
C001799,Z17,Sur,suburbana,56619,41.0,F,Soltero/a,2,Premium,Gama media,2695.0,43.0,0
C001800,Z20,Oeste,suburbana,46953,43.0,M,Casado/a,3,Premium,Gama media,4484.0,19.0,0
C001801,Z19,Este,rural,12655,54.0,M,Casado/a,2,Premium,Gama media,2645.0,26.0,1
C001802,Z20,Oeste,suburbana,46953,39.0,M,Soltero/a,2,Premium,Gama alta,4490.0,63.0,0
C001803,Z05,Este,urbana_premium,94471,41.0,F,Casado/a,4,Premium,Gama alta,4226.0,37.0,0
C001804,Z22,Este,suburbana,53534,28.0,M,Casado/a,2,Premium,Gama media,2962.0,7.0,0
C001805,Z22,Este,suburbana,53534,71.0,F,Casado/a,3,Premium,Gama alta,3783.0,27.0,0
C001806,Z22,Este,suburbana,53534,37.0,F,Casado/a,2,Premium,Gama media,3266.0,58.0,0
C001807,Z04,Centro,suburbana,55457,42.0,F,Casado/a,2,Premium,Gama media,3417.0,50.0,0
C001808,Z15,Oeste,suburbana,62939,47.0,F,Divorciado/a,1,Prepago,Gama alta,3745.0,21.0,0
C001809,Z14,Norte,rural,13074,40.0,M,Soltero/a,2,Contrato,Gama alta,2702.0,46.0,0
C001810,Z04,Centro,suburbana,55457,40.0,M,Casado/a,2,Premium,Gama alta,4205.0,54.0,0
C001811,Z08,Sur,rural,17023,45.0,M,Soltero/a,2,Premium,Gama media,2364.0,16.0,0
C001812,Z15,Oeste,suburbana,62939,29.0,M,Soltero/a,2,Prepago,Gama media,3163.0,44.0,0
C001813,Z25,Oeste,rural,11763,50.0,F,Casado/a,2,Prepago,Gama media,1635.0,16.0,0
C001814,Z09,Norte,urbana_premium,102625,18.0,M,Casado/a,2,Premium,Gama alta,5400.0,13.0,0
C001815,Z26,Oeste,urbana_premium,107159,57.0,F,Soltero/a,3,Prepago,Gama alta,6967.0,31.0,0
C001816,Z17,Sur,suburbana,56619,50.0,F,Casado/a,4,Premium,Gama media,1586.0,13.0,1
C001817,Z26,Oeste,urbana_premium,107159,44.0,M,Casado/a,3,Premium,Gama media,4790.0,,1
C001818,Z16,Este,urbana_premium,72683,18.0,M,Soltero/a,2,Contrato,Gama alta,3637.0,15.0,0
C001819,Z16,Este,urbana_premium,72683,26.0,M,Soltero/a,2,Premium,Gama media,3588.0,25.0,1
C001820,Z20,Oeste,suburbana,46953,57.0,M,Soltero/a,2,Premium,Gama alta,3713.0,75.0,1
C001821,Z29,Oeste,urbana_premium,67334,80.0,F,Soltero/a,3,Prepago,Gama media,3788.0,94.0,0
C001822,Z16,Este,urbana_premium,72683,50.0,F,Casado/a,5,Premium,Gama media,4391.0,9.0,1
C001823,Z17,Sur,suburbana,56619,52.0,F,Casado/a,4,Contrato,Gama media,2628.0,78.0,0
C001824,Z18,Sur,urbana_premium,56342,42.0,M,Casado/a,5,Premium,Gama alta,6481.0,22.0,0
C001825,Z24,Centro,rural,12558,,F,Soltero/a,2,Premium,Gama alta,2140.0,53.0,0
C001826,Z04,Centro,suburbana,55457,52.0,F,Casado/a,4,Prepago,Gama media,2284.0,14.0,0
C001827,Z16,Este,urbana_premium,72683,23.0,F,Soltero/a,2,Premium,Gama alta,4322.0,39.0,1
C001828,Z16,Este,urbana_premium,72683,21.0,F,Soltero/a,2,Contrato,Gama media,2858.0,39.0,0
C001829,Z29,Oeste,urbana_premium,67334,21.0,F,Soltero/a,3,Premium,Gama alta,4156.0,54.0,0
C001830,Z16,Este,urbana_premium,72683,48.0,M,Soltero/a,2,Premium,Gama media,6812.0,90.0,0
C001831,Z16,Este,urbana_premium,72683,35.0,F,Casado/a,5,Premium,Gama media,3768.0,20.0,0
C001832,Z29,Oeste,urbana_premium,67334,37.0,M,Soltero/a,3,Prepago,Gama media,2383.0,41.0,0
C001833,Z15,Oeste,suburbana,62939,40.0,M,Soltero/a,2,Contrato,Gama media,2578.0,31.0,1
C001834,Z05,Este,urbana_premium,94471,22.0,M,Soltero/a,3,Premium,Gama alta,5087.0,79.0,0
C001835,Z08,Sur,rural,17023,37.0,M,Casado/a,1,Contrato,Gama alta,2410.0,55.0,0
C001836,Z04,Centro,suburbana,55457,33.0,M,Soltero/a,2,Contrato,Gama alta,3810.0,49.0,0
C001837,Z01,Centro,rural,16625,28.0,M,Soltero/a,1,Prepago,Gama media,1860.0,4.0,1
C001838,Z15,Oeste,suburbana,62939,34.0,F,Casado/a,3,Prepago,Gama media,2581.0,91.0,0
C001839,Z26,Oeste,urbana_premium,107159,23.0,F,Soltero/a,2,Prepago,Gama media,4778.0,8.0,1
C001840,Z24,Centro,rural,12558,52.0,F,Divorciado/a,1,Prepago,Gama media,4080.0,9.0,0
C001841,Z02,Oeste,suburbana,46400,48.0,F,Soltero/a,2,Contrato,Gama media,2603.0,19.0,0
C001842,Z18,Sur,urbana_premium,56342,20.0,M,Soltero/a,2,Premium,Gama alta,3878.0,30.0,1
C001843,Z05,Este,urbana_premium,94471,32.0,F,Soltero/a,2,Premium,Gama alta,5625.0,40.0,0
C001844,Z29,Oeste,urbana_premium,67334,58.0,F,Casado/a,2,Premium,Gama alta,4007.0,41.0,0
C001845,Z05,Este,urbana_premium,94471,24.0,M,Soltero/a,2,Premium,Gama alta,4785.0,32.0,1
C001846,Z99,Oeste,suburbana,46953,45.0,F,Casado/a,1,Premium,Gama media,2301.0,49.0,0
C001847,Z10,Este,suburbana,27514,41.0,F,Casado/a,2,Contrato,Gama media,2985.0,,0
C001848,Z20,Oeste,suburbana,46953,53.0,M,Divorciado/a,1,Contrato,Gama media,2398.0,72.0,0
C001849,Z15,Oeste,suburbana,62939,44.0,F,Casado/a,1,Premium,Gama media,1653.0,26.0,1
C001850,Z26,Oeste,urbana_premium,107159,31.0,M,Casado/a,3,Contrato,Gama alta,2809.0,21.0,0
C001851,Z09,Norte,urbana_premium,102625,37.0,F,Soltero/a,3,Premium,Gama media,4478.0,22.0,0
C001852,Z28,Sur,urbana_premium,64486,37.0,F,Soltero/a,2,Premium,Gama media,4643.0,52.0,0
C001853,Z16,Este,urbana_premium,72683,35.0,M,Soltero/a,2,Premium,Gama baja,5009.0,16.0,0
C001854,Z26,Oeste,urbana_premium,107159,20.0,F,Soltero/a,3,Premium,Gama media,4574.0,15.0,0
C001855,Z27,Norte,suburbana,42704,55.0,F,desconocido,2,Prepago,Gama media,2758.0,27.0,0
C001856,Z30,Centro,suburbana,33966,53.0,M,Casado/a,4,Prepago,Gama baja,1569.0,29.0,0
C001857,Z08,Sur,rural,17023,32.0,F,Soltero/a,2,Premium,Gama media,1556.0,39.0,1
C001858,Z09,Norte,urbana_premium,102625,32.0,F,Soltero/a,3,Premium,Gama baja,5634.0,12.0,1
C001859,Z09,Norte,urbana_premium,102625,33.0,M,Divorciado/a,3,Premium,Gama media,2851.0,,0
C001860,Z09,Norte,urbana_premium,102625,22.0,F,Soltero/a,3,Premium,Gama media,3729.0,40.0,1
C001861,Z18,Sur,urbana_premium,56342,18.0,M,desconocido,2,Premium,Gama media,3913.0,70.0,0
C001862,Z30,Centro,suburbana,33966,32.0,M,Soltero/a,1,Prepago,Gama baja,1836.0,21.0,1
C001863,Z30,Centro,suburbana,33966,36.0,F,Casado/a,4,Premium,Gama alta,3349.0,81.0,1
C001864,Z17,Sur,suburbana,56619,23.0,M,Soltero/a,1,Premium,Gama media,5088.0,54.0,0
C001865,Z99,Oeste,suburbana,46953,42.0,M,Soltero/a,2,Contrato,Gama media,2961.0,6.0,0
C001866,Z27,Norte,suburbana,42704,54.0,F,Soltero/a,1,Premium,Gama media,2713.0,56.0,0
C001867,Z29,Oeste,urbana_premium,67334,46.0,F,Divorciado/a,2,Premium,Gama alta,2552.0,24.0,0
C001868,Z07,Centro,rural,15473,43.0,F,Soltero/a,2,Prepago,Gama media,2109.0,35.0,0
C001869,Z17,Sur,suburbana,56619,18.0,F,Soltero/a,1,Prepago,Gama alta,3603.0,13.0,0
C001870,Z26,Oeste,urbana_premium,107159,45.0,F,Casado/a,3,Premium,Gama alta,3819.0,14.0,1
C001871,Z09,Norte,urbana_premium,102625,38.0,F,Soltero/a,3,Contrato,Gama alta,3282.0,11.0,0
C001872,Z15,Oeste,suburbana,62939,45.0,M,Soltero/a,2,Premium,Gama alta,4239.0,34.0,1
C001873,Z30,Centro,suburbana,33966,63.0,M,Soltero/a,2,Prepago,Gama media,2720.0,40.0,0
C001874,Z30,Centro,suburbana,33966,30.0,M,Soltero/a,1,Prepago,Gama media,2566.0,8.0,0
C001875,Z28,Sur,urbana_premium,64486,18.0,M,Soltero/a,3,Contrato,Gama media,4022.0,12.0,0
C001876,Z26,Oeste,urbana_premium,107159,23.0,M,Soltero/a,3,Premium,Gama alta,6048.0,12.0,0
C001877,Z09,Norte,urbana_premium,102625,42.0,F,Soltero/a,3,Contrato,Gama media,3626.0,7.0,1
C001878,Z10,Este,suburbana,27514,40.0,F,Soltero/a,2,Premium,Gama media,2187.0,23.0,0
C001879,Z17,Sur,suburbana,56619,25.0,F,Soltero/a,2,Premium,Gama media,3608.0,96.0,0
C001880,Z17,Sur,suburbana,56619,23.0,M,Soltero/a,1,Prepago,Gama baja,2654.0,31.0,0
C001881,Z16,Este,urbana_premium,72683,32.0,M,Casado/a,2,Contrato,Gama media,4648.0,23.0,1
C001882,Z20,Oeste,suburbana,46953,25.0,M,desconocido,2,Prepago,Gama media,1455.0,42.0,0
C001883,Z14,Norte,rural,13074,51.0,M,Casado/a,3,Contrato,Gama media,2352.0,49.0,1
C001884,Z26,Oeste,urbana_premium,107159,31.0,M,Soltero/a,3,Premium,Gama media,3509.0,21.0,0
C001885,Z11,Oeste,suburbana,41163,32.0,F,Soltero/a,2,Prepago,Gama media,2131.0,14.0,0
C001886,Z11,Oeste,suburbana,41163,31.0,M,Soltero/a,1,Contrato,Gama media,1950.0,19.0,0
C001887,Z05,Este,urbana_premium,94471,39.0,F,Soltero/a,3,Contrato,Gama media,3470.0,7.0,0
C001888,Z06,Sur,rural,19752,46.0,M,Casado/a,2,Prepago,Gama baja,1597.0,11.0,0
C001889,Z27,Norte,suburbana,42704,42.0,F,Casado/a,4,Contrato,Gama baja,1056.0,41.0,0
C001890,Z15,Oeste,suburbana,62939,42.0,F,Soltero/a,2,Prepago,Gama media,1976.0,11.0,0
C001891,Z09,Norte,urbana_premium,102625,35.0,F,Divorciado/a,3,Premium,Gama baja,2499.0,9.0,1
C001892,Z26,Oeste,urbana_premium,107159,24.0,M,Soltero/a,3,Contrato,Gama alta,3867.0,66.0,0
C001893,Z17,Sur,suburbana,56619,31.0,F,Soltero/a,2,Contrato,Gama baja,1966.0,92.0,0
C001894,Z02,Oeste,suburbana,46400,35.0,M,Casado/a,1,Premium,Gama media,2980.0,29.0,1
C001895,Z10,Este,suburbana,27514,65.0,F,Soltero/a,2,Premium,Gama media,2135.0,47.0,0
C001896,Z05,Este,urbana_premium,94471,20.0,M,Soltero/a,2,Premium,Gama media,5034.0,33.0,0
C001897,Z21,Centro,rural,19103,,F,Soltero/a,2,Premium,Gama alta,2647.0,28.0,1
C001898,Z09,Norte,urbana_premium,102625,37.0,F,Divorciado/a,2,Premium,Gama media,,53.0,1
C001899,Z04,Centro,suburbana,55457,36.0,F,Soltero/a,1,Prepago,Gama media,3135.0,10.0,0
C001900,Z03,Sur,rural,16530,58.0,F,Casado/a,3,Contrato,Gama media,2839.0,22.0,0
C001901,Z18,Sur,urbana_premium,56342,32.0,M,Soltero/a,3,Premium,Gama media,,29.0,1
C001902,Z02,Oeste,suburbana,46400,37.0,F,Casado/a,4,Premium,Gama media,3132.0,12.0,0
C001903,Z27,Norte,suburbana,42704,50.0,M,Casado/a,2,Prepago,Gama media,1426.0,24.0,0
C001904,Z05,Este,urbana_premium,94471,58.0,M,Casado/a,3,Premium,Gama alta,3193.0,25.0,1
C001905,Z18,Sur,urbana_premium,56342,53.0,M,Divorciado/a,2,Premium,Gama media,2915.0,38.0,0
C001906,Z15,Oeste,suburbana,62939,38.0,M,Casado/a,1,Prepago,Gama alta,4306.0,33.0,0
C001907,Z15,Oeste,suburbana,62939,39.0,M,Soltero/a,1,Contrato,Gama baja,2600.0,42.0,1
C001908,Z04,Centro,suburbana,55457,41.0,F,Casado/a,1,Contrato,Gama media,2354.0,26.0,0
C001909,Z26,Oeste,urbana_premium,107159,38.0,M,Divorciado/a,3,Prepago,Gama media,4691.0,31.0,0
C001910,Z28,Sur,urbana_premium,64486,26.0,NA,Soltero/a,2,Premium,Gama media,2249.0,48.0,0
C001911,Z01,Centro,rural,16625,56.0,M,Casado/a,1,Contrato,Gama media,2253.0,104.0,0
C001912,Z05,Este,urbana_premium,94471,38.0,F,Soltero/a,3,Contrato,Gama media,1917.0,8.0,1
C001913,Z28,Sur,urbana_premium,64486,,M,Soltero/a,3,Prepago,Gama media,2975.0,77.0,0
C001914,Z17,Sur,suburbana,56619,25.0,M,Soltero/a,2,Contrato,Gama media,2535.0,4.0,0
C001915,Z05,Este,urbana_premium,94471,37.0,F,Casado/a,5,Contrato,Gama alta,6374.0,14.0,0
C001916,Z07,Centro,rural,15473,22.0,F,Soltero/a,2,Premium,Gama media,,44.0,0
C001917,Z21,Centro,rural,19103,38.0,F,Soltero/a,2,Contrato,Gama media,1700.0,14.0,0
C001918,Z23,Norte,rural,20553,38.0,M,Casado/a,2,Prepago,Gama media,,-24.0,0
C001919,Z18,Sur,urbana_premium,56342,39.0,F,Soltero/a,3,Contrato,Gama alta,6337.0,40.0,0
C001920,Z29,Oeste,urbana_premium,67334,59.0,F,Casado/a,3,Premium,Gama media,1865.0,16.0,1
C001921,Z16,Este,urbana_premium,72683,43.0,F,Casado/a,4,Premium,Gama alta,5016.0,58.0,0
C001922,Z09,Norte,urbana_premium,102625,53.0,M,Casado/a,5,Premium,Gama alta,4371.0,23.0,0
C001923,Z16,Este,urbana_premium,72683,44.0,M,Casado/a,3,Premium,Gama alta,3674.0,71.0,1
C001924,Z11,Oeste,suburbana,41163,54.0,M,Soltero/a,2,Prepago,Gama media,2674.0,29.0,0
C001925,Z09,Norte,urbana_premium,102625,58.0,F,Soltero/a,3,Premium,Gama alta,6330.0,27.0,0
C001926,Z02,Oeste,suburbana,46400,,M,Casado/a,3,Premium,Gama alta,3833.0,14.0,1
C001927,Z11,Oeste,suburbana,41163,30.0,M,Casado/a,3,Contrato,Gama media,2073.0,13.0,1
C001928,Z22,Este,suburbana,53534,48.0,F,Soltero/a,1,Premium,Gama alta,3004.0,34.0,0
C001929,Z02,Oeste,suburbana,46400,40.0,F,Divorciado/a,1,Prepago,Gama alta,4609.0,40.0,0
C001930,Z15,Oeste,suburbana,62939,43.0,F,Casado/a,2,Premium,Gama media,3598.0,25.0,1
C001931,Z20,Oeste,suburbana,46953,37.0,F,Soltero/a,2,Contrato,Gama media,3268.0,48.0,0
C001932,Z19,Este,rural,12655,38.0,M,Casado/a,2,Prepago,Gama media,1471.0,47.0,0
C001933,Z26,Oeste,urbana_premium,107159,55.0,F,Casado/a,3,Premium,Gama alta,8601.0,41.0,0
C001934,Z26,Oeste,urbana_premium,107159,23.0,M,Soltero/a,2,Premium,Gama media,4927.0,19.0,1
C001935,Z22,Este,suburbana,53534,48.0,M,Casado/a,3,Premium,Gama alta,5565.0,24.0,0
C001936,Z04,Centro,suburbana,55457,46.0,M,Soltero/a,1,Premium,Gama media,3312.0,64.0,0
C001937,Z16,Este,urbana_premium,72683,18.0,M,Soltero/a,2,Premium,Gama media,3803.0,21.0,0
C001938,Z18,Sur,urbana_premium,56342,26.0,F,Soltero/a,2,Premium,Gama media,3055.0,39.0,0
C001939,Z09,Norte,urbana_premium,102625,28.0,F,Soltero/a,3,Premium,Gama alta,5385.0,23.0,1
C001940,Z02,Oeste,suburbana,46400,47.0,M,Soltero/a,2,Premium,Gama baja,5035.0,29.0,0
C001941,Z08,Sur,rural,17023,41.0,M,Soltero/a,2,Contrato,Gama media,3342.0,18.0,1
