cliente_id,tipo_zona,Suma de churn,Avg Satisfaccion,tipo_plan,Promedio de ingreso_estimado,Promedio de importe_total,Promedio de antiguedad_meses
C001029,rural,1,33.75,Prepago,"14710,00","2675,43","610,00"
C001030,rural,1,33.07692307692308,Prepago,"19920,00","3876,92","80,00"
C001031,suburbana,1,30,Premium,"37160,00","21104,89","340,00"
C001032,rural,1,40,Contrato,"17960,00","17626,50","320,00"
C001033,urbana_premium,1,36.666666666666664,Premium,"33320,00","23610,56",
C001034,urbana_premium,1,35.45454545454545,Prepago,"27870,00","3894,31","130,00"
C001035,suburbana,0,32.72727272727273,Prepago,"32610,00","2212,62","440,00"
C001036,suburbana,0,33.9622641509434,Prepago,"28410,00","4434,27","530,00"
C001037,suburbana,0,35.5,Prepago,"23070,00","4560,17","540,00"
C001038,rural,1,32.5,Prepago,"18620,00","2087,93","120,00"
C001039,suburbana,0,31.93548387096774,Contrato,"31510,00","8591,74","380,00"
C001040,urbana_premium,0,34.285714285714285,Prepago,"26430,00","6394,14","250,00"
C001041,suburbana,0,35.3125,Contrato,,"9287,46","260,00"
C001042,rural,0,32.71186440677966,Contrato,"23490,00","14127,38","160,00"
C001043,rural,0,34.473684210526315,Prepago,"24520,00","2128,56","420,00"
C001044,rural,0,34.2,Premium,"19280,00","7622,74","10,00"
C001045,suburbana,0,37.073170731707314,Premium,"36840,00","16490,28","430,00"
C001046,suburbana,0,36.53846153846154,Premium,"41740,00","16095,52","460,00"
C001047,rural,0,32.83018867924528,Prepago,"29120,00","9740,43","170,00"
C001048,urbana_premium,0,36.59090909090909,Prepago,"41190,00","4946,32","110,00"
C001049,suburbana,0,37.450980392156865,Prepago,"18090,00","7753,57",
C001050,urbana_premium,0,35.333333333333336,Premium,"68810,00","16575,19","310,00"
C001051,rural,1,35,Prepago,"23700,00","6424,14","120,00"
C001052,urbana_premium,1,37.5,Contrato,"42690,00","11964,17","540,00"
C001053,urbana_premium,0,32.5,Contrato,"29910,00","13619,92","350,00"
C001054,urbana_premium,0,33.54838709677419,Prepago,"35500,00","6368,51","590,00"
C001055,urbana_premium,0,36.2962962962963,Premium,"57840,00","17318,60","180,00"
C001056,suburbana,0,33.170731707317074,Contrato,"39200,00","7782,53","660,00"
C001057,urbana_premium,0,35,Premium,"34330,00","13105,29","140,00"
C001058,rural,0,32.63157894736842,Premium,"39630,00","12610,23","190,00"
C001059,suburbana,1,36.12903225806452,Premium,"20940,00","12564,64","480,00"
C001060,suburbana,1,38.333333333333336,Contrato,"16550,00","7264,33","300,00"
C001061,urbana_premium,1,33.75,Contrato,"19480,00","8135,79","260,00"
C001062,rural,0,33.142857142857146,Premium,"30660,00","13588,29","500,00"
C001063,urbana_premium,0,36.578947368421055,Premium,"30000,00","22919,97","110,00"
C001064,suburbana,0,32.608695652173914,Premium,"28380,00","11187,71","300,00"
C001065,suburbana,1,37.5,Premium,"43720,00","7319,00","130,00"
C001066,suburbana,0,37.142857142857146,Prepago,"33440,00","2415,11","220,00"
C001067,rural,0,36.31578947368421,Contrato,"15330,00","7231,41",
C001068,suburbana,0,33.87755102040816,Prepago,"52630,00","2368,76","620,00"
C001069,suburbana,0,34.34782608695652,Prepago,"26920,00","3774,16","90,00"
C001070,rural,0,31.904761904761905,Prepago,,"4487,69","230,00"
C001071,urbana_premium,0,36.36363636363637,Premium,"29820,00","19700,54","550,00"
C001072,rural,0,33.04347826086956,Prepago,"15710,00","4669,58","180,00"
C001073,suburbana,0,35.609756097560975,Contrato,"32310,00","9754,44","200,00"
C001074,urbana_premium,0,34.666666666666664,Prepago,"23110,00","6263,64","100,00"
C001075,suburbana,0,34.516129032258064,Contrato,"28960,00","6915,03","140,00"
C001076,suburbana,0,31.21212121212121,Contrato,"51920,00","4195,21","200,00"
C001077,suburbana,0,35,Premium,"38770,00","6582,26","-230,00"
C001078,urbana_premium,0,35.55555555555556,Premium,"41090,00","21849,66","340,00"
C001079,suburbana,0,35.26315789473684,Contrato,"20300,00","6209,81","330,00"
C001080,suburbana,0,34.23076923076923,Premium,"29180,00","6369,03","750,00"
C001081,urbana_premium,0,36.12903225806452,Premium,"28970,00","15594,66","-240,00"
C001082,urbana_premium,0,35.55555555555556,Premium,"63410,00","21359,74","340,00"
C001083,urbana_premium,0,33.07692307692308,Premium,"32430,00","14153,11","310,00"
C001084,suburbana,0,31.904761904761905,Premium,"22640,00","17139,11","330,00"
C001085,suburbana,0,33.63636363636363,Contrato,"27620,00","13827,17","200,00"
C001086,rural,0,32.15686274509804,Prepago,"17660,00","4182,22","380,00"
C001087,urbana_premium,0,37.69230769230769,Premium,"41570,00","20177,00","260,00"
C001088,urbana_premium,0,34.54545454545455,Premium,"72400,00","25381,06","480,00"
C001089,urbana_premium,0,35,Premium,"38370,00","13730,65","410,00"
C001090,suburbana,0,35.526315789473685,Contrato,"21580,00","3835,91","300,00"
C001091,urbana_premium,0,36.42857142857143,Contrato,"36220,00","12352,60","250,00"
C001092,suburbana,0,30,Contrato,"19110,00","7809,84","500,00"
C001093,urbana_premium,0,36.53846153846154,Premium,"104640,00","23713,11","570,00"
C001094,urbana_premium,0,33.92857142857143,Premium,"71890,00","14218,14","670,00"
C001095,urbana_premium,0,35.416666666666664,Premium,"59220,00","37647,62","380,00"
C001096,rural,0,34.5,Prepago,"30200,00","4134,51","190,00"
C001097,rural,0,32.89473684210526,Premium,"21910,00","7047,71","430,00"
C001098,urbana_premium,0,36.36363636363637,Premium,"36400,00","35272,00","220,00"
C001099,suburbana,1,34.44444444444444,Premium,"27600,00","5663,92",
C001100,urbana_premium,0,39.5,Premium,"87950,00","10457,54","140,00"
C001101,rural,0,31.428571428571427,Premium,"21710,00","8819,09","350,00"
C001102,suburbana,0,34.285714285714285,Contrato,"24470,00","4517,82","160,00"
C001103,urbana_premium,0,36.8421052631579,Premium,"36900,00","18631,13",
C001104,suburbana,0,30.714285714285715,Premium,"35720,00","9609,34","410,00"
C001105,urbana_premium,0,35.26315789473684,Premium,"11310,00","23679,00","320,00"
C001106,urbana_premium,1,32.77777777777778,Contrato,"43930,00","7049,74","100,00"
C001107,urbana_premium,0,33.07692307692308,Premium,"15720,00","32173,27","500,00"
C001108,suburbana,0,31.6,Premium,"49900,00","5900,43","450,00"
C001109,suburbana,0,32.285714285714285,Premium,"16300,00","25122,37","340,00"
C001110,rural,0,32.5,Prepago,"17530,00","2603,94","300,00"
C001111,urbana_premium,1,35.55555555555556,Premium,"19570,00","21402,00","170,00"
C001112,suburbana,0,33.333333333333336,Premium,"55990,00","6911,29","320,00"
C001113,suburbana,1,36.666666666666664,Contrato,"29680,00","4108,40","310,00"
C001114,urbana_premium,0,36.111111111111114,Premium,"83440,00","22036,03","260,00"
C001115,suburbana,0,34.0625,Contrato,"59780,00","8082,03","310,00"
C001116,suburbana,0,35.172413793103445,Premium,"46160,00","6800,56","400,00"
C001117,urbana_premium,0,35,Contrato,"23430,00","10880,44","40,00"
C001118,urbana_premium,0,36.53846153846154,Premium,"40560,00","12488,39","240,00"
C001119,urbana_premium,0,33.93939393939394,Premium,"61740,00","13537,72","370,00"
C001120,urbana_premium,0,35.806451612903224,Contrato,"43860,00","8043,15","530,00"
C001121,rural,0,32.35294117647059,Contrato,"20400,00","7867,53","340,00"
C001122,urbana_premium,1,37.27272727272727,Premium,"43290,00","14827,72","350,00"
C001123,urbana_premium,0,35.2,Contrato,"44770,00","9460,94","260,00"
C001124,urbana_premium,0,36,Prepago,"22820,00","2551,77","420,00"
C001125,suburbana,0,36.041666666666664,Prepago,"24450,00","1849,95","120,00"
C001126,suburbana,0,32.972972972972975,Premium,"37470,00","5838,23","440,00"
C001127,urbana_premium,0,35.357142857142854,Contrato,"51980,00","9451,64","490,00"
C001128,suburbana,1,31.428571428571427,Prepago,"32460,00","3889,69","60,00"
C001129,suburbana,0,34.6875,Contrato,"25840,00","13202,74","110,00"
C001130,suburbana,0,35.45454545454545,Premium,"27870,00","12824,29","240,00"
C001131,suburbana,0,34.705882352941174,Contrato,,"15888,03","910,00"
C001132,urbana_premium,0,36,Prepago,"36910,00","6396,83","270,00"
C001133,suburbana,0,32.666666666666664,Premium,"40140,00","17454,89","200,00"
C001134,rural,0,33.529411764705884,Premium,"54310,00","11645,58","160,00"
C001135,suburbana,0,36.829268292682926,Contrato,"19560,00","4201,84","160,00"
C001136,suburbana,0,33.666666666666664,Premium,"46440,00","11549,82","480,00"
C001137,urbana_premium,0,35.55555555555556,Prepago,,"4838,78","170,00"
C001138,suburbana,0,34.0625,Prepago,"17020,00","4097,79","160,00"
C001139,rural,0,33.04347826086956,Contrato,"22440,00","13716,50","170,00"
C001140,suburbana,0,34.5945945945946,Contrato,"27970,00","6189,83","490,00"
C001141,suburbana,0,37.755102040816325,Prepago,"29790,00","3928,97","160,00"
C001142,urbana_premium,0,34.13793103448276,Premium,"55230,00","12623,70","150,00"
C001143,urbana_premium,0,36.5,Premium,"76400,00","19711,11","390,00"
C001144,urbana_premium,0,33.84615384615385,Premium,"60230,00","19724,46","200,00"
C001145,suburbana,0,33.421052631578945,Premium,"32110,00","14010,94","230,00"
C001146,suburbana,0,35.68181818181818,Prepago,"33390,00","10100,44","320,00"
C001147,urbana_premium,0,36.36363636363637,Premium,"79240,00","14175,25","200,00"
C001148,urbana_premium,0,34.166666666666664,Premium,"26420,00","19869,29","190,00"
C001149,urbana_premium,0,36.52173913043478,Premium,"59120,00","18469,83","540,00"
C001150,urbana_premium,1,37.30769230769231,Prepago,"25620,00","5839,42","410,00"
C001151,urbana_premium,0,34.333333333333336,Prepago,"22440,00","3989,79","200,00"
C001152,urbana_premium,0,35.65217391304348,Premium,"47740,00","26244,62","520,00"
C001153,suburbana,0,33.8235294117647,Prepago,"16690,00","2685,11","360,00"
C001154,urbana_premium,1,33.333333333333336,Premium,"33360,00","20263,52","430,00"
C001155,suburbana,0,34.516129032258064,Premium,"48220,00","13628,03","340,00"
C001156,suburbana,0,34.5,Premium,"21650,00","4514,57","330,00"
C001157,rural,0,34.23076923076923,Prepago,"43540,00","3206,94","380,00"
C001158,rural,1,,Prepago,"10530,00","4759,00","160,00"
C001159,suburbana,0,34.77272727272727,Prepago,"42960,00","2569,26","660,00"
C001160,urbana_premium,0,36.666666666666664,Contrato,"23580,00","9429,22","380,00"
C001161,suburbana,1,,Contrato,"27850,00","9362,00","360,00"
C001162,suburbana,1,31.53846153846154,Contrato,"32150,00","7950,78","160,00"
C001163,urbana_premium,0,35.833333333333336,Contrato,"34680,00","8924,66","120,00"
C001164,urbana_premium,0,35.65217391304348,Prepago,"34980,00","3542,34","170,00"
C001165,urbana_premium,0,32.7027027027027,Contrato,"23040,00","14740,97","610,00"
C001166,suburbana,0,33.4375,Prepago,"48910,00","5053,74","190,00"
C001167,urbana_premium,0,34.054054054054056,Prepago,"24890,00","6155,08","170,00"
C001168,suburbana,0,34.57142857142857,Contrato,"19380,00","10362,91","790,00"
C001169,urbana_premium,0,36,Premium,"37000,00","11726,92","560,00"
C001170,suburbana,0,35.16129032258065,Premium,"23360,00","6971,00","320,00"
C001171,suburbana,0,33.142857142857146,Contrato,"39980,00","8889,31","220,00"
C001172,rural,0,31.666666666666668,Prepago,,"1849,89","230,00"
C001173,urbana_premium,0,36.333333333333336,Premium,"38260,00","17995,40","740,00"
C001174,urbana_premium,0,34.34782608695652,Premium,"39840,00","17359,06","310,00"
C001175,urbana_premium,0,36.470588235294116,Premium,"53820,00","9940,57","190,00"
C001176,urbana_premium,0,35,Contrato,"31820,00","13756,50","260,00"
C001177,urbana_premium,1,33.333333333333336,Premium,"21320,00","18281,50","270,00"
C001178,rural,0,34.08163265306123,Prepago,"17490,00","1889,33","430,00"
C001179,rural,1,30.81081081081081,Premium,"34570,00","6577,95","300,00"
C001180,rural,0,34.146341463414636,Contrato,"26220,00","7905,06","170,00"
C001181,urbana_premium,0,36.08695652173913,Premium,"33620,00","20797,83","-240,00"
C001182,urbana_premium,0,36.875,Prepago,"39100,00","7859,23","230,00"
C001183,suburbana,0,35.1063829787234,Prepago,"27160,00","2297,50","100,00"
C001184,urbana_premium,0,36.666666666666664,Premium,"50430,00","23900,08","410,00"
C001185,urbana_premium,0,35.26315789473684,Prepago,"43080,00","8242,59",
C001186,urbana_premium,0,36.785714285714285,Premium,"34720,00","16039,51","60,00"
C001187,suburbana,0,31.31578947368421,Contrato,"41100,00","4614,94","190,00"
C001188,suburbana,0,34.857142857142854,Premium,"45000,00","9907,30","410,00"
C001189,urbana_premium,1,37.857142857142854,Premium,"27750,00","16331,31","320,00"
C001190,suburbana,0,34.666666666666664,Contrato,,"3978,80","390,00"
C001191,suburbana,0,35,Premium,"69070,00","12575,78","250,00"
C001192,suburbana,1,32.22222222222222,Contrato,"37110,00","8721,96","510,00"
C001193,urbana_premium,0,35,Premium,"68660,00","24321,26","330,00"
C001194,suburbana,0,34.75,Premium,"40740,00","16458,56","420,00"
C001195,urbana_premium,0,34.13793103448276,Premium,"44950,00","19618,19","990,00"
C001196,rural,1,33.75,Contrato,"10990,00","4312,91","630,00"
C001197,rural,0,34.23076923076923,Prepago,"15140,00","3502,86","650,00"
C001198,rural,1,29.666666666666668,Contrato,"29150,00","4403,82","420,00"
C001199,urbana_premium,1,34.11764705882353,Contrato,"27890,00","14411,50","250,00"
C001200,rural,1,32.57142857142857,Contrato,"22040,00","7155,12","300,00"
C001201,urbana_premium,1,35.45454545454545,Premium,"52640,00","39106,04","220,00"
C001202,suburbana,0,33.125,Prepago,"31260,00","2298,00","450,00"
C001203,urbana_premium,0,36.31578947368421,Prepago,"44010,00","7174,15","400,00"
C001204,suburbana,0,35,Premium,"48450,00","5639,08","130,00"
C001205,suburbana,0,35,Premium,"50160,00","13663,03","560,00"
C001206,suburbana,1,31.666666666666668,Premium,"29230,00","7035,25","450,00"
C001207,urbana_premium,0,34.666666666666664,Premium,"59780,00","34477,74","410,00"
C001208,urbana_premium,0,38.46153846153846,Contrato,"27350,00","13643,67","250,00"
C001209,urbana_premium,0,34.54545454545455,Premium,"41440,00","21185,11","310,00"
C001210,suburbana,0,34.285714285714285,Premium,"36340,00","8770,54","250,00"
C001211,urbana_premium,0,34.23076923076923,Premium,"36890,00","17527,75",
C001212,urbana_premium,0,35,Premium,"35410,00","25470,09","490,00"
C001213,suburbana,0,34.35897435897436,Premium,"20150,00","13931,72","330,00"
C001214,suburbana,1,35.55555555555556,Premium,"29440,00","6918,07","810,00"
C001215,urbana_premium,0,34.44444444444444,Premium,"21800,00","18001,85","300,00"
C001216,suburbana,0,36.59574468085106,Prepago,"28450,00","4728,50","80,00"
C001217,suburbana,0,34.84848484848485,Premium,"30450,00","6528,15","670,00"
C001218,urbana_premium,0,38.333333333333336,Premium,"49680,00","17286,49","270,00"
C001219,suburbana,0,35.294117647058826,Premium,"19750,00","20414,17","860,00"
C001220,suburbana,0,34.23076923076923,Contrato,"33580,00","3598,76","600,00"
C001221,rural,0,33.38709677419355,Prepago,"28340,00","8951,83","380,00"
C001222,rural,1,32.75,Contrato,"23040,00","8904,67","160,00"
C001223,urbana_premium,0,40.294117647058826,Premium,"44770,00","21872,46","370,00"
C001224,suburbana,0,31.5,Premium,"32760,00","6187,70","380,00"
C001225,urbana_premium,0,36.666666666666664,Premium,"15400,00","35653,66","80,00"
C001226,urbana_premium,0,36.8,Contrato,"27720,00","9124,94","190,00"
C001227,urbana_premium,0,34.074074074074076,Premium,"81030,00","17244,03","120,00"
C001228,urbana_premium,0,36.31578947368421,Premium,"48160,00","23202,50","210,00"
C001229,urbana_premium,0,35.2,Premium,"31010,00","15915,50","400,00"
C001230,rural,0,33.25,Contrato,"26390,00","7651,53",
C001231,rural,0,31.50943396226415,Contrato,"29780,00","9636,89","170,00"
C001232,urbana_premium,0,36.53846153846154,Premium,"65640,00","24697,83","480,00"
C001233,rural,0,32.241379310344826,Premium,"20260,00","13657,29","530,00"
C001234,suburbana,1,34.0625,Prepago,"24200,00","3700,88","240,00"
C001235,rural,0,32.57575757575758,Prepago,"19500,00","2787,14","140,00"
C001236,suburbana,0,33.78378378378378,Contrato,"24410,00","16232,66","300,00"
C001237,rural,0,32,Contrato,,"8022,03","350,00"
C001238,suburbana,0,29.142857142857142,Premium,"31830,00","12596,81","100,00"
C001239,urbana_premium,0,35.833333333333336,Contrato,"33030,00","13448,83","180,00"
C001240,urbana_premium,0,34.8,Premium,"37450,00","15537,17","130,00"
C001241,suburbana,0,31.724137931034484,Premium,"57410,00","11811,37",
C001242,suburbana,0,32.89473684210526,Contrato,"21320,00","7738,06","100,00"
C001243,rural,0,33.80952380952381,Prepago,"26120,00","4930,97","600,00"
C001244,rural,1,32.888888888888886,Contrato,"15600,00","8050,36","270,00"
C001245,suburbana,0,31.89189189189189,Contrato,"41230,00","7463,91","140,00"
C001246,urbana_premium,1,36.666666666666664,Premium,"56630,00","16138,77","240,00"
C001247,rural,0,33.40425531914894,Prepago,"17140,00","5066,23","220,00"
C001248,rural,0,31.92982456140351,Contrato,"18200,00","3969,34","390,00"
C001249,urbana_premium,0,34.375,Premium,"48340,00","19579,15","190,00"
C001250,urbana_premium,1,32.35294117647059,Contrato,"34770,00","12908,82","20,00"
C001251,suburbana,0,34,Premium,,"8844,15","180,00"
C001252,suburbana,0,35,Contrato,"19570,00","13360,00","210,00"
C001253,urbana_premium,0,37.58620689655172,Premium,"55800,00","17972,44","290,00"
C001254,suburbana,0,33.54838709677419,Contrato,"65230,00","7111,11","600,00"
C001255,urbana_premium,1,36,Premium,"43910,00","29735,80","-160,00"
C001256,suburbana,0,32.857142857142854,Contrato,"23850,00","8521,43","320,00"
C001257,urbana_premium,0,35.26315789473684,Contrato,"29160,00","9733,49","780,00"
C001258,urbana_premium,0,33.214285714285715,Premium,"36170,00","15391,19","680,00"
C001259,suburbana,0,30.90909090909091,Prepago,"37770,00","2084,12","270,00"
C001260,suburbana,0,34.651162790697676,Prepago,"17670,00","5574,54","270,00"
C001261,suburbana,0,33.68421052631579,Prepago,"26750,00","6624,03","200,00"
C001262,rural,1,35.55555555555556,Premium,"24310,00","20644,78","140,00"
C001263,suburbana,0,37.36842105263158,Contrato,"51360,00","7460,82","390,00"
C001264,urbana_premium,0,32.857142857142854,Contrato,"73440,00","7672,15","440,00"
C001265,urbana_premium,0,35,Premium,"36550,00","18194,89","430,00"
C001266,urbana_premium,0,36.875,Contrato,"25970,00","13027,71","320,00"
C001267,urbana_premium,0,33.888888888888886,Premium,"40200,00","25307,64","180,00"
C001268,suburbana,0,33.8235294117647,Contrato,"31700,00","5789,23","200,00"
C001269,urbana_premium,0,31.428571428571427,Contrato,"57970,00","9216,17","410,00"
C001270,urbana_premium,0,40,Premium,"32770,00","17575,66","180,00"
C001271,urbana_premium,1,35.333333333333336,Prepago,"27080,00","6653,82","230,00"
C001272,suburbana,1,40,Prepago,"29690,00","2691,15","30,00"
C001273,suburbana,0,33.84615384615385,Contrato,"26460,00","8479,31",
C001274,urbana_premium,0,36.666666666666664,Contrato,"33670,00","5251,40","70,00"
C001275,urbana_premium,0,35.5,Premium,"28250,00","25896,72","280,00"
C001276,suburbana,0,35.27777777777778,Contrato,"19210,00","5090,80","410,00"
C001277,rural,0,32.5,Premium,"28740,00","15124,60","-380,00"
C001278,suburbana,0,33.05555555555556,Prepago,"32700,00","3905,22","260,00"
C001279,suburbana,1,34.78260869565217,Prepago,"22500,00","5201,46","310,00"
C001280,urbana_premium,0,34.76190476190476,Premium,"51000,00","18070,18","290,00"
C001281,suburbana,0,32.916666666666664,Prepago,"15640,00","1623,85","350,00"
C001282,rural,0,31.06382978723404,Premium,"20130,00","8499,80","120,00"
C001283,suburbana,0,34,Prepago,"32140,00","7827,66","350,00"
C001284,suburbana,1,36.5625,Premium,"43930,00","11044,75","100,00"
C001285,urbana_premium,0,33.18181818181818,Premium,"31510,00","17032,19","170,00"
C001286,urbana_premium,0,34.390243902439025,Premium,"56730,00","40037,08","630,00"
C001287,suburbana,1,,Contrato,"23730,00","17474,50","220,00"
C001288,suburbana,1,32.25806451612903,Contrato,"39740,00","14808,13","400,00"
C001289,suburbana,0,32.72727272727273,Prepago,"53710,00","4439,69","110,00"
C001290,urbana_premium,0,33.87096774193548,Premium,"26970,00","13605,56","430,00"
C001291,urbana_premium,0,33.529411764705884,Premium,"40360,00","12587,54","420,00"
C001292,rural,0,32.58064516129032,Prepago,"28050,00","2560,34","770,00"
C001293,suburbana,0,34.11764705882353,Contrato,"19290,00","9542,64",
C001294,suburbana,0,33.87096774193548,Contrato,"34680,00","5534,70","50,00"
C001295,suburbana,0,37.714285714285715,Premium,"24450,00","7099,22","130,00"
C001296,suburbana,0,32.82051282051282,Premium,"22190,00","13812,61","-350,00"
C001297,suburbana,1,37.27272727272727,Contrato,"25700,00","3878,89","310,00"
C001298,urbana_premium,0,36.15384615384615,Premium,"32180,00","15352,14","340,00"
C001299,rural,0,34.04761904761905,Contrato,"30720,00","4188,97","420,00"
C001300,suburbana,0,33.78378378378378,Prepago,"29800,00","6875,69","370,00"
C001301,rural,0,30.816326530612244,Prepago,"52120,00","1720,06",
C001302,suburbana,0,32.7906976744186,Contrato,"24710,00","4366,06","320,00"
C001303,urbana_premium,0,36.52173913043478,Contrato,"45180,00","8013,31","90,00"
C001304,urbana_premium,1,35.38461538461539,Premium,"36310,00","14582,06","230,00"
C001305,urbana_premium,0,37.916666666666664,Premium,"24490,00","16686,59","430,00"
C001306,urbana_premium,0,38.5,Premium,"66790,00","14740,19","530,00"
C001307,urbana_premium,0,31,Premium,"39910,00","14748,03","480,00"
C001308,rural,1,20,Prepago,"17660,00","6817,00","90,00"
C001309,rural,1,33.57142857142857,Premium,"26700,00","21876,92","320,00"
C001310,urbana_premium,0,35,Premium,"54960,00","19249,37","240,00"
C001311,suburbana,0,35.27777777777778,Premium,"22150,00","25044,05","360,00"
C001312,urbana_premium,0,37.93103448275862,Premium,"38960,00","10790,74","390,00"
C001313,urbana_premium,0,37.22222222222222,Premium,"55090,00","9220,54","400,00"
C001314,rural,0,31.875,Contrato,"24600,00","4921,74","350,00"
C001315,suburbana,1,33.333333333333336,Prepago,"36190,00","1678,00","130,00"
C001316,suburbana,0,35.625,Prepago,"27180,00","2108,67","640,00"
C001317,suburbana,0,33.513513513513516,Prepago,"17190,00","2946,65","520,00"
C001318,suburbana,0,34.5,Contrato,"27300,00","3248,68","190,00"
C001319,rural,1,34.44444444444444,Prepago,"19080,00","2269,76","300,00"
C001320,suburbana,1,30,Premium,"28690,00","29848,50","730,00"
C001321,urbana_premium,0,35.6,Prepago,"31580,00","7500,89","350,00"
C001322,urbana_premium,0,35,Premium,"40630,00","26776,24","320,00"
C001323,rural,0,33.5,Contrato,"20560,00","4605,40","540,00"
C001324,urbana_premium,0,34.54545454545455,Premium,"50800,00","14508,49","340,00"
C001325,suburbana,0,36.666666666666664,Premium,"36980,00","6041,74","230,00"
C001326,urbana_premium,1,40,Premium,"27700,00","42024,00","290,00"
C001327,suburbana,1,38.46153846153846,Premium,"46280,00","10445,60","290,00"
C001328,urbana_premium,0,35.714285714285715,Premium,"29720,00","14686,66","500,00"
C001329,urbana_premium,0,34.21052631578947,Premium,"25820,00","14532,63","220,00"
C001330,urbana_premium,0,34.0625,Prepago,"55380,00","6509,46","450,00"
C001331,urbana_premium,0,37.64705882352941,Premium,"31110,00","20702,76","370,00"
C001332,urbana_premium,0,33.92857142857143,Premium,"39610,00","40163,33","120,00"
C001333,suburbana,1,28.46153846153846,Premium,"18990,00","6204,67","480,00"
C001334,urbana_premium,0,35.925925925925924,Prepago,"33670,00","4225,94","210,00"
C001335,urbana_premium,0,36.36363636363637,Premium,"36760,00","12860,57","120,00"
C001336,suburbana,1,34.827586206896555,Prepago,"25980,00","4178,00","110,00"
C001337,rural,0,35,Premium,"19390,00","5415,53","800,00"
C001338,urbana_premium,0,36.05263157894737,Prepago,"38830,00","7201,72","450,00"
C001339,urbana_premium,0,36.666666666666664,Premium,"54130,00","24389,00","110,00"
C001340,suburbana,0,35.853658536585364,Prepago,"21440,00","3859,49","320,00"
C001341,suburbana,0,33.513513513513516,Premium,"12310,00","18528,71","460,00"
C001342,urbana_premium,0,35.55555555555556,Premium,"59070,00","18737,77","360,00"
C001343,urbana_premium,0,31.25,Premium,"30400,00","22423,03","180,00"
C001344,urbana_premium,0,33.333333333333336,Prepago,"31320,00","6340,06","360,00"
C001345,suburbana,0,32.94117647058823,Premium,"24630,00","11850,57","210,00"
C001346,urbana_premium,0,33.421052631578945,Premium,"24040,00","12607,86","190,00"
C001347,suburbana,0,35.945945945945944,Prepago,"25960,00","6429,86","70,00"
C001348,suburbana,0,35.55555555555556,Premium,"27030,00","5759,71","160,00"
C001349,suburbana,1,33.47826086956522,Prepago,"34710,00","2773,67",
C001350,urbana_premium,0,35.806451612903224,Prepago,"31600,00","4720,46","460,00"
C001351,urbana_premium,1,37.5,Prepago,"16290,00","6054,33","150,00"
C001352,suburbana,0,35.925925925925924,Contrato,"18670,00","3730,34","690,00"
C001353,urbana_premium,0,34.34782608695652,Premium,"56560,00","13230,59","550,00"
C001354,urbana_premium,0,34.285714285714285,Contrato,"28520,00","10361,83","470,00"
C001355,urbana_premium,0,36.25,Premium,"46330,00","38540,88","880,00"
C001356,suburbana,0,32,Premium,"23220,00","23253,11","10,00"
C001357,suburbana,1,32.608695652173914,Premium,"39620,00","7604,64","440,00"
C001358,urbana_premium,0,32.94117647058823,Premium,"39630,00","17616,57","730,00"
C001359,suburbana,0,33.94736842105263,Prepago,"17940,00","2500,31","470,00"
C001360,urbana_premium,0,33.04347826086956,Premium,"25410,00","12733,49","400,00"
C001361,rural,0,32.89473684210526,Contrato,"13780,00","2580,92","80,00"
C001362,suburbana,0,33.10344827586207,Premium,"41030,00","7531,57","140,00"
C001363,suburbana,0,37.04545454545455,Prepago,"19190,00","1661,55","200,00"
C001364,suburbana,0,33.25581395348837,Contrato,"26200,00","6678,03","250,00"
C001365,urbana_premium,0,37.1875,Prepago,"37220,00","4368,11","150,00"
C001366,suburbana,1,37.5,Prepago,"32220,00","2878,06","880,00"
C001367,rural,0,30.638297872340427,Contrato,"19760,00","6465,64","700,00"
C001368,urbana_premium,1,35.55555555555556,Premium,"22050,00","22694,67","160,00"
C001369,rural,0,35.111111111111114,Contrato,"15220,00","4991,83","100,00"
C001370,suburbana,0,34.78260869565217,Prepago,"20630,00","6318,69","380,00"
C001371,suburbana,1,35.78947368421053,Premium,"11800,00","5477,27","260,00"
C001372,urbana_premium,0,39.23076923076923,Premium,"44520,00","11836,97","520,00"
C001373,rural,1,33.57142857142857,Contrato,"27710,00","8564,04","540,00"
C001374,urbana_premium,0,34.78260869565217,Prepago,"26300,00","7376,03","70,00"
C001375,suburbana,1,35.3125,Premium,"47060,00","15454,93",
C001376,suburbana,0,34,Contrato,"28720,00","7638,39","150,00"
C001377,suburbana,0,35.294117647058826,Contrato,"40100,00","4209,83","830,00"
C001378,urbana_premium,0,37.35294117647059,Premium,"50220,00","19230,24","220,00"
C001379,suburbana,0,31.89189189189189,Contrato,"28440,00","6699,62","170,00"
C001380,suburbana,0,33.57142857142857,Premium,"14650,00","13730,16","510,00"
C001381,suburbana,0,33.07692307692308,Premium,"31960,00","7459,12","230,00"
C001382,suburbana,0,31.57894736842105,Premium,"35840,00","13828,63","160,00"
C001383,suburbana,0,32.916666666666664,Contrato,"23720,00","6051,08","710,00"
C001384,suburbana,0,32.5,Contrato,"31540,00","7747,18","280,00"
C001385,urbana_premium,0,32.94117647058823,Contrato,"37890,00","8842,57","140,00"
C001386,suburbana,0,34.705882352941174,Premium,"21350,00","7045,38","170,00"
C001387,suburbana,0,34.375,Contrato,"28790,00","7421,69","130,00"
C001388,urbana_premium,0,35,Premium,"32030,00","13569,00","230,00"
