fecha,zona_id,region,tipo_zona,poblacion_zona,cobertura_4g_pct,cobertura_5g_pct,latencia_ms,velocidad_media_mbps,tasa_cortes_pct,indice_calidad_global,incidencia_masiva
2023-01-01,Z09,Norte,urbana_premium,102625,94.01,18.35,29.73,72.74,0.42,41.35,0
2023-02-01,Z09,Norte,urbana_premium,102625,93.96,18.88,30.67,72.93,0.57,42.61,0
2023-03-01,Z09,Norte,urbana_premium,102625,94.04,19.24,31.45,72.79,0.82,42.66,0
2023-04-01,Z09,Norte,urbana_premium,102625,94.08,20.35,31.64,74.05,0.88,41.99,0
2023-05-01,Z09,Norte,urbana_premium,102625,94.21,21.43,31.62,73.58,0.88,39.37,0
2023-06-01,Z09,Norte,urbana_premium,102625,94.28,23.23,32.53,73.0,1.03,44.81,0
2023-07-01,Z09,Norte,urbana_premium,102625,94.11,24.57,,74.1,1.02,43.49,0
2023-08-01,Z09,Norte,urbana_premium,102625,93.8,26.09,32.35,74.2,1.01,40.18,0
2023-09-01,Z09,Norte,urbana_premium,102625,93.81,27.36,31.65,75.33,1.06,42.42,0
2023-10-01,Z09,Norte,urbana_premium,102625,93.77,29.13,32.09,75.85,1.18,42.88,0
2023-11-01,Z09,Norte,urbana_premium,102625,93.84,30.63,31.84,76.84,1.16,46.11,0
2023-12-01,Z09,Norte,urbana_premium,102625,93.99,31.42,32.33,75.14,1.15,47.13,0
2024-01-01,Z09,Norte,urbana_premium,102625,93.94,32.8,31.54,77.25,1.03,48.01,0
2024-02-01,Z09,Norte,urbana_premium,102625,93.95,34.31,31.09,77.46,1.15,48.02,0
2024-03-01,Z09,Norte,urbana_premium,102625,93.65,36.04,,79.63,1.05,49.94,0
01/04/2024,Z09,Norte,urbana_premium,102625,93.75,37.55,30.06,79.89,0.97,48.4,0
2024-05-01,Z09,Norte,urbana_premium,102625,93.6,38.84,29.72,79.64,0.93,47.26,0
2024-06-01,Z09,Norte,urbana_premium,102625,90.43,40.33,46.9,62.48,4.49,42.22,1
2024-07-01,Z09,Norte,urbana_premium,102625,91.4,42.31,41.06,69.27,3.4,44.45,0
2024-08-01,Z09,Norte,urbana_premium,102625,92.26,44.2,37.06,74.24,2.69,47.57,0
2024-09-01,Z09,Norte,urbana_premium,102625,92.73,45.96,34.9,77.37,2.17,46.71,0
2024-10-01,Z09,Norte,urbana_premium,102625,93.15,48.03,32.69,81.02,1.68,51.32,0
2024-11-01,Z09,Norte,urbana_premium,102625,93.36,49.39,30.65,83.9,1.31,51.24,0
2024-12-01,Z09,Norte,urbana_premium,102625,93.31,51.11,29.46,86.23,1.17,53.49,0
2025-01-01,Z09,Norte,urbana_premium,102625,93.59,52.77,28.22,87.56,1.15,53.77,0
2025-02-01,Z09,Norte,urbana_premium,102625,93.59,54.44,27.4,88.09,1.05,55.06,0
2025-03-01,Z09,Norte,urbana_premium,102625,93.51,56.28,26.91,88.78,1.02,56.9,0
2025-04-01,Z09,Norte,urbana_premium,102625,93.66,58.13,,90.38,0.81,57.83,0
2025-05-01,Z09,Norte,urbana_premium,102625,93.85,59.54,25.38,91.79,0.72,55.85,0
2025-06-01,Z09,Norte,urbana_premium,102625,93.63,61.13,23.89,92.97,0.62,60.46,0
2025-07-01,Z09,Norte,urbana_premium,102625,93.65,62.75,23.82,93.85,0.66,58.49,0
2025-08-01,Z09,Norte,urbana_premium,102625,93.93,63.97,24.09,95.15,0.69,62.83,0
2025-09-01,Z09,Norte,urbana_premium,102625,93.82,65.21,23.71,95.94,0.71,60.55,0
2025-10-01,Z09,Norte,urbana_premium,102625,93.67,67.07,,96.92,0.92,61.56,0
2025-11-01,Z09,Norte,urbana??,102625,93.87,68.55,22.9,96.32,0.79,59.6,0
2025-12-01,Z09,Norte,urbana_premium,102625,94.22,70.25,23.59,96.15,0.79,64.07,0
01/01/2023,Z10,Este,suburbana,27514,89.62,10.31,39.75,53.32,1.3,31.56,0
2023-02-01,Z10,Este,suburbana,27514,89.35,10.33,40.07,54.09,1.33,31.5,0
2023-03-01,Z10,Este,suburbana,27514,89.73,11.08,40.12,53.97,1.4,32.55,0
2023-04-01,Z10,Este,suburbana,27514,89.84,11.89,40.31,-54.85,1.53,33.46,0
2023-05-01,Z10,Este,suburbana,27514,90.05,12.45,39.61,56.02,1.65,30.23,0
2023-06-01,Z10,Este,suburbana,27514,89.9,13.55,39.83,55.31,1.83,31.4,0
2023-07-01,Z10,Este,suburbana,27514,89.79,14.52,40.31,55.62,1.93,33.48,0
2023-08-01,Z10,Este,suburbana,27514,89.94,15.41,40.49,55.61,1.96,34.78,0
2023-09-01,Z10,Este,suburbana,27514,90.06,16.44,40.21,55.67,1.97,34.42,0
2023-10-01,Z10,Este,suburbana,27514,90.44,17.35,40.53,56.59,1.99,38.35,0
2023-11-01,Z10,Este,suburbana,27514,90.24,18.52,40.15,56.31,2.01,36.38,0
2023-12-01,Z10,Este,suburbana,27514,90.22,,40.13,56.31,2.2,36.16,0
2024-01-01,Z10,Este,suburbana,27514,90.03,20.72,39.65,57.46,2.1,36.04,0
2024-02-01,Z10,Este,suburbana,27514,90.01,21.97,39.25,56.98,2.06,37.2,0
2024-03-01,Z10,Este,suburbana,27514,90.07,22.81,39.53,57.14,1.96,35.25,0
01/04/2024,Z10,Este,suburbana,27514,90.28,24.07,39.57,59.01,2.12,34.87,0
2024-05-01,Z10,Este,suburbana,27514,90.06,24.98,38.8,58.85,1.98,35.84,0
2024-06-01,Z10,Este,suburbana,27514,90.1,26.11,38.72,60.21,1.93,37.68,0
2024-07-01,Z10,Este,suburbana,27514,90.45,,37.45,60.33,1.7,39.18,0
2024-08-01,Z10,Este,suburbana,27514,90.3,28.25,38.16,61.86,1.71,38.03,0
2024-09-01,Z10,Este,suburbana,27514,90.03,29.38,37.69,61.42,1.62,39.65,0
2024-10-01,Z10,Este,suburbana,27514,89.98,30.3,36.89,62.65,1.56,41.01,0
2024-11-01,Z10,Este,suburbana,27514,90.18,31.4,36.24,64.23,1.54,40.23,0
2024-12-01,Z10,Este,suburbana,27514,90.27,32.81,36.46,66.59,1.4,41.69,0
2025-01-01,Z10,Este,suburbana,27514,90.19,33.86,35.63,66.02,1.36,40.87,0
2025-02-01,Z10,Este,suburbana,27514,90.15,34.76,34.76,67.11,1.33,43.36,0
2025-03-01,Z10,Este,suburbana,27514,90.5,,34.79,67.06,1.2,45.65,0
2025-04-01,Z10,Este,suburbanx,27514,90.18,36.85,34.52,67.92,1.13,42.96,0
2025-05-01,Z10,Este,suburbana,27514,90.35,37.84,33.68,69.42,1.19,43.18,0
2025-06-01,Z10,Este,suburbana,27514,89.96,38.88,33.69,70.73,1.12,44.14,0
2025-07-01,Z10,Este,suburbana,27514,90.09,39.54,34.18,69.95,1.19,44.88,0
2025-08-01,Z10,Este,suburbana,27514,90.26,41.04,33.0,69.75,1.23,45.01,0
2025-09-01,Z10,Este,suburbana,27514,90.27,42.48,33.55,70.06,1.12,45.14,0
2025-10-01,Z10,Este,suburbana,27514,90.26,43.36,33.98,71.13,1.22,41.58,0
2025-11-01,Z10,Este,suburbana,27514,89.95,45.03,33.81,69.7,1.38,46.4,0
2025-12-01,Z10,Este,suburbana,27514,90.17,46.14,34.19,70.44,1.48,50.4,0
2023-01-01,Z11,Oeste,suburbana,41163,90.6,9.17,41.04,59.33,1.8,31.42,0
2023-02-01,Z11,Oeste,suburbana,41163,90.37,9.63,40.39,55.94,1.73,32.51,0
2023-03-01,Z11,Oeste,suburbana,41163,90.17,10.87,40.39,56.59,1.75,33.52,0
2023-04-01,Z11,Oeste,suburbana,41163,90.17,11.93,40.47,56.44,1.79,32.21,0
2023-05-01,Z11,Oeste,suburbana,41163,90.19,13.2,404.09999999999997,56.28,1.91,34.81,0
2023-06-01,Z11,Oeste,suburbana,41163,90.14,13.32,40.75,54.22,2.02,33.14,0
2023-07-01,Z11,Oeste,suburbana,41163,90.27,14.09,40.08,54.68,1.99,32.66,0
2023-08-01,Z11,Oeste,suburbana,41163,90.21,15.84,406.8,55.66,2.05,36.2,0
2023-09-01,Z11,Oeste,suburbana,41163,90.11,16.23,,56.27,1.96,33.85,0
2023-10-01,Z11,Oeste,suburbana,41163,89.95,17.69,40.97,56.69,2.02,34.44,0
2023-11-01,Z11,Oeste,suburbana,41163,90.0,18.4,39.83,56.76,2.04,36.73,0
2023-12-01,Z11,Oeste,suburbana,41163,90.28,19.89,39.5,56.61,2.05,39.53,0
2024-01-01,Z11,Oeste,suburbana,41163,90.47,21.15,39.46,56.3,2.08,34.68,0
2024-02-01,Z11,Oeste,suburbana,41163,90.28,22.07,40.21,56.71,1.85,37.27,0
2024-03-01,Z11,Oeste,suburbana,41163,90.07,23.08,39.86,57.3,1.91,34.46,0
2024-04-01,Z11,Oeste,suburbana,41163,89.96,24.27,39.25,56.98,1.93,38.81,0
2024-05-01,Z11,Oeste,suburbana,41163,89.96,24.8,39.28,56.99,1.89,36.0,0
2024-06-01,Z11,Oeste,suburbana,41163,89.76,25.86,38.75,58.05,1.87,37.02,0
2024-07-01,Z11,Oeste,suburbana,41163,90.01,27.11,38.0,58.92,1.67,38.98,0
2024-08-01,Z11,Oeste,suburbana,41163,89.94,27.68,37.4,59.79,1.74,36.25,0
2024-09-01,Z11,Oeste,suburbana,41163,89.7,29.24,37.69,60.8,1.61,40.16,0
2024-10-01,Z11,Oeste,suburbana,41163,89.37,29.95,37.01,63.51,1.52,39.65,0
2024-11-01,Z11,Oeste,suburbana,41163,89.76,31.73,36.27,64.49,1.6,38.35,0
2024-12-01,Z11,Oeste,suburbana,41163,90.02,32.56,35.94,65.26,1.44,39.82,0
2025-01-01,Z11,Oeste,suburbana,41163,90.06,33.95,35.5,66.25,1.42,40.51,0
2025-02-01,Z11,Oeste,suburbana,41163,90.18,35.21,36.33,66.81,1.33,43.67,0
2025-03-01,Z11,Oeste,suburbana,41163,90.27,36.1,354.90000000000003,68.07,1.23,42.51,0
2025-04-01,Z11,Oeste,suburbana,41163,90.21,37.42,34.76,67.31,1.08,41.7,0
01/05/2025,Z11,Oeste,suburbana,41163,89.91,38.4,33.94,67.76,1.06,43.14,0
2025-06-01,Z11,Oeste,suburbana,41163,90.17,39.61,33.9,68.35,1.08,45.02,0
2025-07-01,Z11,Oeste,suburbana,41163,90.23,,33.88,67.65,1.14,45.95,0
2025-08-01,Z11,Oeste,suburbana,41163,90.11,41.95,33.46,68.89,1.19,45.24,0
2025-09-01,Z11,Oeste,suburbana,41163,90.06,42.95,33.98,70.66,1.23,47.02,0
2025-10-01,Z11,Oeste,suburbana,41163,89.91,44.14,33.66,71.68,1.45,45.99,0
2025-11-01,Z11,Oeste,suburbana,41163,89.54,44.99,343.8,71.99,1.47,47.61,0
2025-12-01,Z11,Oeste,suburbana,41163,89.77,46.33,34.8,72.92,1.52,48.18,0
2023-01-01,Z12,Norte,rural,11707,,3.44,57.39,33.53,3.21,15.79,0
2023-02-01,Z12,Norte,rural,11707,81.83,4.21,56.66,31.64,3.31,19.58,0
2023-03-01,Z12,Norte,rural,11707,81.87,4.42,56.81,31.18,3.34,19.43,0
2023-04-01,Z12,Norte,rural,11707,81.95,4.87,56.41,31.99,3.24,16.54,0
2023-05-01,Z12,Norte,rural,11707,82.08,5.48,56.5,32.02,3.22,20.49,0
2023-06-01,Z12,Norte,rural,11707,82.04,5.82,56.25,33.21,3.11,20.3,0
2023-07-01,Z12,Norte,rural,11707,81.73,6.33,56.05,30.96,3.21,18.71,0
2023-08-01,Z12,Norte,rural,11707,81.43,7.09,56.78,32.07,3.29,19.36,0
2023-09-01,Z12,Norte,rural,11707,81.84,8.01,57.15,31.05,3.34,20.53,0
2023-10-01,Z12,Norte,rural,11707,81.56,8.54,57.91,31.59,3.47,20.04,0
2023-11-01,Z12,Norte,rural,11707,81.68,9.07,57.02,30.86,3.54,22.14,0
2023-12-01,Z12,Norte,rural,11707,81.6,9.76,56.68,31.43,3.52,21.83,0
2024-01-01,Z12,Norte,rural,11707,81.73,10.53,56.55,32.19,3.41,24.08,0
2024-02-01,Z12,Norte,rural,11707,81.9,11.08,55.51,31.8,3.47,21.68,0
2024-03-01,Z12,Norte,rural,11707,81.58,11.73,55.16,33.39,3.4,21.68,0
2024-04-01,Z12,Norte,rural,11707,81.92,11.89,54.6,33.5,3.4,19.8,0
2024-05-01,Z12,Norte,rural,11707,81.64,12.6,54.27,33.65,3.18,20.88,0
2024-06-01,Z12,Norte,rural,11707,79.64,11.88,71.11,11.37,7.77,17.62,1
2024-07-01,Z12,Norte,rural,11707,80.61,12.56,65.82,18.97,6.26,18.02,0
2024-08-01,Z12,Norte,rural,11707,81.03,13.69,62.56,24.22,5.25,20.81,0
2024-09-01,Z12,Norte,rural,11707,81.21,14.52,59.57,27.63,4.46,23.16,0
2024-10-01,Z12,Norte,rural,11707,81.42,15.54,57.16,31.19,4.14,20.53,0
2024-11-01,Z12,Norte,rural,11707,81.25,,55.23,33.64,3.68,23.13,0
2024-12-01,Z12,Norte,rural,11707,81.31,16.74,54.35,34.81,3.33,22.65,0
2025-01-01,Z12,Norte,rural,11707,81.26,17.14,53.5,36.25,3.11,23.48,0
2025-02-01,Z12,Norte,rural,11707,81.36,17.86,53.43,37.34,3.0,23.62,0
2025-03-01,Z12,Norte,rural,11707,81.62,18.76,52.92,37.25,2.91,26.45,0
2025-04-01,Z12,Norte,rural,11707,81.69,19.43,51.98,37.48,2.83,22.4,0
2025-05-01,Z12,Norte,rural,11707,81.74,20.15,50.77,37.87,2.69,25.43,0
2025-06-01,Z12,Norte,rural,11707,81.75,20.86,51.21,39.5,2.68,26.47,0
2025-07-01,Z12,Norte,rural,11707,81.67,21.41,50.6,40.9,2.76,26.47,0
2025-08-01,Z12,Norte,rural,11707,81.74,21.86,49.43,41.47,2.73,26.47,0
2025-09-01,Z12,Norte,rural,11707,81.94,22.25,49.44,41.5,2.74,27.04,0
2025-10-01,Z12,Norte,rural,11707,81.99,22.96,49.52,41.71,2.85,24.56,0
2025-11-01,Z12,Norte,rural,11707,82.03,23.25,49.98,40.98,2.84,29.96,0
2025-12-01,Z12,Norte,rural,11707,81.79,,49.96,42.36,2.84,27.15,0
2023-01-01,Z13,Este,suburbana,37333,,9.49,39.3,58.83,1.97,33.2,0
2023-02-01,Z13,Este,suburbana,37333,89.88,9.86,39.49,58.22,1.91,31.24,0
2023-03-01,Z13,Este,suburbana,37333,89.63,10.59,40.25,56.32,1.9,32.15,0
2023-04-01,Z13,Este,suburbana,37333,89.87,11.61,,54.67,1.83,33.49,0
2023-05-01,Z13,Este,suburbana,37333,89.81,12.28,39.4,56.04,1.9,33.66,0
2023-06-01,Z13,Este,suburbana,37333,90.04,13.39,39.71,55.59,1.87,37.01,0
2023-07-01,Z13,Este,suburbana,37333,90.13,14.24,40.25,54.69,2.01,32.31,0
2023-08-01,Z13,Este,suburbana,37333,90.18,15.53,40.6,54.95,2.0,33.73,0
2023-09-01,Z13,Este,suburbana,37333,90.02,16.41,41.32,55.08,1.94,33.17,0
2023-10-01,Z13,Este,suburbana,37333,90.21,17.62,41.37,55.18,2.0,33.59,0
2023-11-01,Z13,Este,suburbana,37333,90.1,18.86,41.49,54.85,1.93,35.05,0
2023-12-01,Z13,Este,suburbana,37333,90.38,19.37,41.24,54.5,1.9,34.79,0
2024-01-01,Z13,Este,suburbana,37333,90.19,20.39,40.85,55.09,1.8,36.81,0
2024-02-01,Z13,Este,suburbana,37333,90.27,21.77,39.78,56.35,1.89,34.85,0
2024-03-01,Z13,Este,suburbana,37333,90.19,22.83,40.43,58.7,1.75,40.61,0
2024-04-01,Z13,Este,suburbana,37333,89.97,24.17,40.36,58.42,1.8,36.97,0
2024-05-01,Z13,Este,suburbana,37333,90.08,25.25,40.28,59.3,1.77,39.36,0
2024-06-01,Z13,Este,suburbana,37333,90.16,26.46,39.23,59.37,1.7,37.42,0
2024-07-01,Z13,Este,suburbana,37333,90.25,27.7,38.58,61.56,1.77,39.47,0
2024-08-01,Z13,Este,suburbana,37333,90.03,29.04,38.02,62.41,1.67,38.2,0
2024-09-01,Z13,Este,suburbana,37333,89.76,30.08,37.16,65.49,1.53,38.14,0
2024-10-01,Z13,Este,suburbana,37333,89.92,31.35,36.79,66.06,1.35,39.74,0
2024-11-01,Z13,Este,suburbana,37333,89.75,31.75,36.43,64.61,1.25,39.89,0
2024-12-01,Z13,Este,suburbana,37333,,32.91,36.15,66.19,1.32,42.9,0
2025-01-01,Z13,Este,suburbana,37333,89.77,34.03,35.93,66.96,1.27,41.28,0
2025-02-01,Z13,Este,suburbana,37333,89.69,35.17,35.42,67.09,1.21,40.38,0
2025-03-01,Z13,Este,suburbana,37333,89.96,36.22,34.65,68.47,1.16,40.9,0
2025-04-01,Z13,Este,suburbana,37333,90.16,37.13,34.25,69.0,1.26,43.61,0
2025-05-01,Z13,Este,suburbana,37333,89.89,38.36,33.91,70.88,1.24,40.63,0
2025-06-01,Z13,Este,suburbana,37333,,39.89,34.58,72.25,1.16,46.06,0
2025-07-01,Z13,Este,suburbana,37333,89.86,40.88,33.76,71.42,1.14,46.3,0
2025-08-01,Z13,Este,suburbana,37333,90.05,41.91,,71.14,1.13,46.84,0
2025-09-01,Z13,Este,suburbana,37333,90.25,43.15,33.05,69.14,1.06,48.18,0
2025-10-01,Z13,Este,suburbana,37333,90.1,43.92,34.09,70.75,1.16,45.76,0
2025-11-01,Z13,Este,suburbana,37333,90.05,,34.85,71.24,1.31,48.25,0
2025-12-01,Z13,Este,suburbana,37333,89.82,46.24,,69.36,1.22,45.12,0
2023-01-01,Z14,Norte,rural,13074,82.37,,54.93,36.12,2.61,21.79,0
2023-02-01,Z14,Norte,rural,13074,82.13,4.77,55.01,35.57,2.75,19.57,0
2023-03-01,Z14,Norte,rural,13074,81.99,4.93,55.31,33.75,2.85,18.44,0
2023-04-01,Z14,Norte,rural,13074,82.41,5.17,56.14,32.86,2.98,17.66,0
2023-05-01,Z14,Norte,rural,13074,82.2,5.59,56.8,32.49,3.17,20.45,0
2023-06-01,Z14,Norte,rural,13074,82.44,6.0,57.68,31.66,3.15,17.89,0
2023-07-01,Z14,Norte,rural,13074,82.72,6.68,57.1,32.37,3.26,23.25,0
2023-08-01,Z14,Norte,rural,13074,82.23,7.07,56.66,30.46,3.37,19.46,0
2023-09-01,Z14,Norte,rural,13074,82.29,8.15,56.4,30.32,3.39,21.82,0
2023-10-01,Z14,Norte,rural,13074,82.1,8.38,56.84,30.88,3.24,18.44,0
2023-11-01,Z14,Norte,rural,13074,,8.96,56.3,30.95,3.29,21.86,0
2023-12-01,Z14,Norte,rural,13074,82.0,9.25,56.33,31.17,3.36,18.71,0
2024-01-01,Z14,Norte,rural,13074,82.06,10.1,56.38,31.65,3.35,19.71,0
2024-02-01,Z14,Norte,rural,13074,,10.91,56.06,31.37,3.3,21.55,0
2024-03-01,Z14,Norte,rural-1,13074,81.95,11.47,56.03,32.7,3.39,22.97,0
2024-04-01,Z14,Norte,rural,13074,81.8,11.71,55.63,32.82,3.25,20.84,0
2024-05-01,Z14,Norte,rural,13074,81.77,12.12,55.12,34.35,3.23,25.5,0
2024-06-01,Z14,Norte,rural,13074,79.23,11.96,83.09,-20.34,8.4,15.83,1
2024-07-01,Z14,Norte,rural,13074,,12.61,74.22,23.89,6.69,18.9,0
2024-08-01,Z14,Norte,rural,13074,80.72,13.18,68.0,27.52,5.52,20.14,0
2024-09-01,Z14,Norte,rural,13074,80.89,13.81,63.48,31.4,4.82,19.29,0
2024-10-01,Z14,Norte,rural,13074,81.39,,60.96,32.75,4.31,20.44,0
2024-11-01,Z14,Norte,rural,13074,81.94,15.42,57.8,34.36,3.9,24.35,0
2024-12-01,Z14,Norte,rural,13074,81.94,16.15,56.29,36.17,3.44,22.2,0
2025-01-01,Z14,Norte,rural,13074,82.0,17.11,55.53,38.08,3.23,25.21,0
2025-02-01,Z14,Norte,rural,13074,81.88,17.64,53.84,38.04,3.07,24.64,0
2025-03-01,Z14,Norte,rural,13074,82.04,18.36,530.8,39.48,2.93,25.6,0
2025-04-01,Z14,Norte,rural,13074,81.9,,52.71,39.66,2.83,24.23,0
2025-05-01,Z14,Norte,rural,13074,81.83,19.27,52.7,41.15,2.81,28.28,0
2025-06-01,Z14,Norte,rural,13074,81.85,20.64,52.03,-41.62,2.72,26.52,0
2025-07-01,Z14,Norte,rural,13074,82.05,21.02,52.48,41.94,2.72,24.89,0
2025-08-01,Z14,Norte,rural,13074,82.11,21.46,51.76,41.39,2.91,26.07,0
2025-09-01,Z14,Norte,rural,13074,81.81,21.82,51.55,41.96,2.9,27.41,0
2025-10-01,Z14,Norte,rural,13074,81.75,22.49,51.1,41.43,2.8,24.83,0
2025-11-01,Z14,Norte,rural,13074,82.02,23.23,51.69,41.49,2.88,24.41,0
2025-12-01,Z14,Norte,rural,13074,82.17,23.8,52.02,41.71,2.82,25.15,0
2023-01-01,Z15,Oeste,suburbana,62939,89.37,,40.35,51.06,1.33,31.15,0
2023-02-01,Z15,Oeste,suburbana,62939,89.35,10.52,40.78,51.24,1.42,32.57,0
2023-03-01,Z15,Oeste,suburbana,62939,89.47,10.89,41.19,52.1,1.6,31.91,0
2023-04-01,Z15,Oeste,suburbana,62939,89.57,11.73,41.14,53.69,1.62,31.85,0
2023-05-01,Z15,Oeste,suburbana,62939,89.69,12.7,40.54,54.81,1.72,30.4,0
2023-06-01,Z15,Oeste,suburbana,62939,90.0,14.07,41.07,55.92,1.78,30.69,0
2023-07-01,Z15,Oeste,suburbana,62939,89.67,14.89,40.73,54.99,1.83,34.06,0
2023-08-01,Z15,Oeste,suburbana,62939,89.5,15.63,41.44,54.29,1.94,32.39,0
2023-09-01,Z15,Oeste,suburbana,62939,89.75,16.84,41.57,55.38,1.87,35.55,0
2023-10-01,Z15,Oeste,suburbana,62939,89.67,17.82,41.41,55.94,1.93,32.95,0
2023-11-01,Z15,Oeste,suburbana,62939,89.53,18.98,41.21,56.99,1.95,32.5,0
2023-12-01,Z15,Oeste,suburbana,62939,89.84,19.83,41.07,56.54,2.08,33.84,0
2024-01-01,Z15,Oeste,suburbana,62939,89.83,20.87,40.24,57.17,2.16,34.9,0
2024-02-01,Z15,Oeste,suburbana,62939,89.95,21.24,40.02,57.35,2.02,37.57,0
2024-03-01,Z15,Oeste,suburbana,62939,89.91,22.44,39.6,56.52,1.89,37.79,0
2024-04-01,Z15,Oeste,suburbana,62939,89.56,23.48,39.17,58.95,1.92,35.8,0
2024-05-01,Z15,Oeste,suburbana,62939,89.92,24.54,39.36,58.59,1.95,36.7,0
2024-06-01,Z15,Oeste,suburbana,62939,89.76,25.73,39.01,59.28,1.9,36.82,0
2024-07-01,Z15,Oeste,suburbana,62939,89.94,27.06,38.47,60.1,1.82,39.31,0
2024-08-01,Z15,Oeste,suburbana,62939,90.33,28.44,38.41,63.61,1.77,40.35,0
2024-09-01,Z15,Oeste,suburbana,62939,90.36,29.26,37.58,63.65,1.73,39.78,0
2024-10-01,Z15,Oeste,suburbana,62939,90.28,30.68,37.45,64.22,1.58,42.28,0
2024-11-01,Z15,Oeste,urbana??,62939,90.33,31.35,36.7,65.13,1.57,42.38,0
2024-12-01,Z15,Oeste,suburbana,62939,90.28,32.67,36.22,65.38,1.47,41.57,0
2025-01-01,Z15,Oeste,suburbana,62939,90.19,33.34,35.58,66.33,1.38,41.49,0
2025-02-01,Z15,Oeste,suburbana,62939,90.22,34.33,34.48,66.89,1.39,44.93,0
2025-03-01,Z15,Oeste,suburbana,62939,90.3,35.26,34.27,67.91,1.35,43.72,0
2025-04-01,Z15,Oeste,suburbana,62939,90.04,36.61,34.37,-69.2,1.24,42.78,0
2025-05-01,Z15,Oeste,suburbana,62939,89.54,37.71,33.97,68.84,1.24,43.18,0
2025-06-01,Z15,Oeste,suburbana,62939,89.27,39.02,334.90000000000003,69.81,1.14,43.69,0
2025-07-01,Z15,Oeste,suburbana,62939,,40.29,33.63,70.01,1.06,42.06,0
2025-08-01,Z15,Oeste,suburbana,62939,89.5,41.43,33.41,70.85,1.11,43.38,0
2025-09-01,Z15,Oeste,suburbana,62939,89.6,42.62,33.71,72.4,1.13,45.33,0
2025-10-01,Z15,Oeste,suburbana,62939,89.8,43.71,33.59,70.92,1.17,44.3,0
2025-11-01,Z15,Oeste,suburbana,62939,89.55,44.63,33.3,71.48,1.3,44.71,0
2025-12-01,Z15,Oeste,suburbana,62939,89.64,45.34,33.41,71.72,1.43,45.33,0
2023-01-01,Z16,Este,urbana_premium,72683,94.83,16.93,29.27,74.97,1.26,40.73,0
2023-02-01,Z16,Este,urbana_premium,72683,94.38,17.75,30.18,75.71,1.18,42.99,0
2023-03-01,Z16,Este,urbana_premium,72683,94.27,18.75,31.29,74.82,1.35,41.77,0
2023-04-01,Z16,Este,urbana_premium,72683,94.26,20.09,32.47,75.56,1.16,43.78,0
2023-05-01,Z16,Este,urbana_premium,72683,94.12,21.41,31.9,75.93,1.11,42.28,0
2023-06-01,Z16,Este,urbana_premium,72683,94.03,23.25,32.98,75.89,1.14,42.06,0
2023-07-01,Z16,Este,urbana_premium,72683,,24.48,32.66,76.66,1.13,43.28,0
2023-08-01,Z16,Este,urbana_premium,72683,93.87,26.06,33.48,77.12,1.29,42.26,0
2023-09-01,Z16,Este,urbana_premium,72683,93.95,27.26,33.04,77.61,1.3,42.0,0
2023-10-01,Z16,Este,urbana_premium,72683,93.73,28.47,33.01,79.1,1.4,41.62,0
2023-11-01,Z16,Este,urbana_premium,72683,94.07,30.35,32.0,78.56,1.45,46.33,0
2023-12-01,Z16,Este,urbana_premium,72683,93.81,32.07,30.94,78.46,1.48,46.02,0
2024-01-01,Z16,Este,urbana_premium,72683,93.78,33.82,31.5,79.78,1.48,48.28,0
2024-02-01,Z16,Este,urbana_premium,72683,93.98,35.38,31.37,79.82,1.31,46.03,0
2024-03-01,Z16,Este,urbana_premium,72683,93.93,36.94,31.75,80.28,1.34,49.61,0
2024-04-01,Z16,Este,urbana_premium,72683,93.91,38.6,31.12,81.94,1.31,46.99,0
2024-05-01,Z16,Este,urbana_premium,72683,93.97,40.5,30.55,82.77,1.27,48.1,0
2024-06-01,Z16,Este,urbana_premium,72683,,41.57,29.78,84.15,1.21,49.87,0
2024-07-01,Z16,Este,urbana_premium,72683,94.13,43.13,29.37,85.14,1.06,51.16,0
2024-08-01,Z16,Este,urbana_premium,72683,94.03,44.33,28.5,86.85,1.02,49.7,0
2024-09-01,Z16,Este,urbana_premium,72683,93.75,46.0,28.85,87.06,1.04,52.55,0
2024-10-01,Z16,Este,urbana_premium,72683,93.91,47.36,28.66,87.42,1.0,51.5,0
2024-11-01,Z16,Este,urbana_premium,72683,93.97,49.2,27.88,88.54,0.88,52.66,0
2024-12-01,Z16,Este,urbana_premium,72683,94.27,51.13,26.94,89.73,0.74,53.05,0
2025-01-01,Z16,Este,urbana_premium,72683,94.37,52.3,26.91,90.22,0.66,56.02,0
2025-02-01,Z16,Este,urbana_premium,72683,94.37,53.81,26.7,91.09,0.53,55.81,0
2025-03-01,Z16,Este,urbana_premium,72683,94.5,55.95,26.46,90.93,0.56,58.26,0
2025-04-01,Z16,Este,urbana_premium,72683,94.48,57.71,26.07,91.86,0.5,54.89,0
2025-05-01,Z16,Este,urbana_premium,72683,94.4,59.28,25.83,91.72,0.55,61.33,0
2025-06-01,Z16,Este,urbana_premium,72683,94.29,60.8,25.51,94.3,0.46,59.26,0
2025-07-01,Z16,Este,urbana_premium,72683,94.06,62.23,25.12,95.7,0.63,60.06,0
2025-08-01,Z16,Este,urbana_premium,72683,93.98,64.44,24.67,95.33,0.48,62.26,0
2025-09-01,Z16,Este,urbana_premium,72683,94.16,66.45,23.94,96.66,0.54,62.44,0
