cliente_id,Mes,tipo_zona,Suma de churn,Avg Satisfaccion,tipo_plan,Promedio de ingreso_estimado,Suma de importe_total,Promedio de antiguedad_meses
C000751,enero,urbana_premium,0,30,Premium,,23911,"820,00"
C000751,febrero,urbana_premium,0,31.428571428571427,Premium,,35852,"820,00"
C000751,marzo,urbana_premium,0,,Premium,,14517,
C000751,abril,urbana_premium,0,36.666666666666664,Premium,,16307,"820,00"
C000751,mayo,urbana_premium,0,20,Premium,,39809,"820,00"
C000751,junio,urbana_premium,0,31.666666666666668,Premium,,39885,"820,00"
C000751,julio,urbana_premium,0,,Premium,,37857,
C000751,agosto,urbana_premium,0,20,Premium,,24684,"820,00"
C000751,septiembre,urbana_premium,0,20,Premium,,36505,"820,00"
C000751,octubre,urbana_premium,0,36.666666666666664,Premium,,35677,"820,00"
C000751,noviembre,urbana_premium,0,42.5,Premium,,37092,"820,00"
C000751,diciembre,urbana_premium,0,40,Premium,,36169,"820,00"
C000752,enero,suburbana,0,40,Contrato,"15110,00",22439,"90,00"
C000752,febrero,suburbana,0,35,Contrato,"15110,00",23091,"90,00"
C000752,marzo,suburbana,0,33.333333333333336,Contrato,"15110,00",24929,"90,00"
C000752,abril,suburbana,0,26.666666666666668,Contrato,"15110,00",18050,"90,00"
C000752,mayo,suburbana,0,26.666666666666668,Contrato,"15110,00",19183,"90,00"
C000752,junio,suburbana,0,33.333333333333336,Contrato,"15110,00",26681,"90,00"
C000752,julio,suburbana,0,25,Contrato,"15110,00",25325,"90,00"
C000752,agosto,suburbana,0,30,Contrato,"15110,00",24158,"90,00"
C000752,septiembre,suburbana,0,25,Contrato,"15110,00",29867,"90,00"
C000752,octubre,suburbana,0,35,Contrato,"15110,00",22239,"90,00"
C000752,noviembre,suburbana,0,28,Contrato,"15110,00",21969,"90,00"
C000752,diciembre,suburbana,0,33.333333333333336,Contrato,"15110,00",21969,"90,00"
C000753,enero,urbana_premium,0,30,Contrato,"27700,00",41823,"250,00"
C000753,febrero,urbana_premium,0,35,Contrato,"27700,00",42828,"250,00"
C000753,marzo,urbana_premium,0,34.285714285714285,Contrato,"27700,00",44251,"250,00"
C000753,abril,urbana_premium,0,40,Contrato,"27700,00",32243,"250,00"
C000753,mayo,urbana_premium,0,,Contrato,,46188,
C000753,junio,urbana_premium,0,40,Contrato,"27700,00",46597,"250,00"
C000753,julio,urbana_premium,0,30,Contrato,"27700,00",46607,"250,00"
C000753,agosto,urbana_premium,0,,Contrato,,44640,
C000753,septiembre,urbana_premium,0,,Contrato,,42372,
C000753,octubre,urbana_premium,0,38,Contrato,"27700,00",28295,"250,00"
C000753,noviembre,urbana_premium,0,30,Contrato,"27700,00",41723,"250,00"
C000753,diciembre,urbana_premium,0,30,Contrato,"27700,00",41928,"250,00"
C000754,enero,urbana_premium,0,33.333333333333336,Premium,"31540,00",68268,"110,00"
C000754,febrero,urbana_premium,0,,Premium,,69969,
C000754,marzo,urbana_premium,0,35,Premium,"31540,00",49663,"110,00"
C000754,abril,urbana_premium,0,35,Premium,"31540,00",71843,"110,00"
C000754,mayo,urbana_premium,0,35,Premium,"31540,00",72778,"110,00"
C000754,junio,urbana_premium,0,,Premium,,73835,
C000754,julio,urbana_premium,0,36.666666666666664,Premium,"31540,00",73836,"110,00"
C000754,agosto,urbana_premium,0,40,Premium,"31540,00",72621,"110,00"
C000754,septiembre,urbana_premium,0,30,Premium,"31540,00",71325,"110,00"
C000754,octubre,urbana_premium,0,,Premium,,69561,
C000754,noviembre,urbana_premium,0,30,Premium,"31540,00",68723,"110,00"
C000754,diciembre,urbana_premium,0,45,Premium,"31540,00",68395,"110,00"
C000755,enero,suburbana,0,30,Prepago,"21850,00",2744,"70,00"
C000755,febrero,suburbana,0,36.666666666666664,Prepago,"21850,00",2822,"70,00"
C000755,marzo,suburbana,0,,Prepago,,6258,
C000755,abril,suburbana,0,37.5,Prepago,"21850,00",3503,"70,00"
C000755,mayo,suburbana,0,20,Prepago,"21850,00",6276,"70,00"
C000755,junio,suburbana,0,20,Prepago,"21850,00",5487,"70,00"
C000755,julio,suburbana,0,35,Prepago,"21850,00",5240,"70,00"
C000755,agosto,suburbana,0,33.333333333333336,Prepago,"21850,00",2230,"70,00"
C000755,septiembre,suburbana,0,25,Prepago,"21850,00",3951,"70,00"
C000755,octubre,suburbana,1,40,Prepago,"21850,00",3934,"70,00"
C000755,noviembre,suburbana,0,25,Prepago,"21850,00",1967,"70,00"
C000755,diciembre,suburbana,0,50,Prepago,"21850,00",1967,"70,00"
C000756,enero,urbana_premium,0,35,Premium,"47930,00",58701,"410,00"
C000756,febrero,urbana_premium,0,34,Premium,"47930,00",41026,"410,00"
C000756,marzo,urbana_premium,0,32.5,Premium,"47930,00",60726,"410,00"
C000756,abril,urbana_premium,0,40,Premium,"47930,00",45817,"410,00"
C000756,mayo,urbana_premium,0,40,Premium,"47930,00",42115,"410,00"
C000756,junio,urbana_premium,0,35,Premium,"47930,00",62816,"410,00"
C000756,julio,urbana_premium,0,31.428571428571427,Premium,"47930,00",61121,"410,00"
C000756,agosto,urbana_premium,0,20,Premium,"47930,00",62051,"410,00"
C000756,septiembre,urbana_premium,0,46.666666666666664,Premium,"47930,00",57553,"410,00"
C000756,octubre,urbana_premium,0,40,Premium,"47930,00",39490,"410,00"
C000756,noviembre,urbana_premium,0,25,Premium,"47930,00",56496,"410,00"
C000756,diciembre,urbana_premium,0,,Premium,,75358,
C000757,enero,suburbana,0,30,Contrato,"24110,00",11684,"470,00"
C000757,febrero,suburbana,0,40,Contrato,"24110,00",8219,"470,00"
C000757,marzo,suburbana,0,24,Contrato,"24110,00",12140,"470,00"
C000757,abril,suburbana,0,33.333333333333336,Contrato,"24110,00",17517,"470,00"
C000757,mayo,suburbana,0,37.5,Contrato,"24110,00",12544,"470,00"
C000757,junio,suburbana,0,30,Contrato,"24110,00",9223,"470,00"
C000757,julio,suburbana,0,,Contrato,,14419,
C000757,agosto,suburbana,0,30,Contrato,"24110,00",14199,"470,00"
C000757,septiembre,suburbana,0,33.333333333333336,Contrato,"24110,00",11580,"470,00"
C000757,octubre,suburbana,0,36.666666666666664,Contrato,"24110,00",4813,"470,00"
C000757,noviembre,suburbana,0,30,Contrato,"24110,00",11290,"470,00"
C000757,diciembre,suburbana,0,32.857142857142854,Contrato,"24110,00",7157,"470,00"
C000758,enero,urbana_premium,0,,Premium,,61513,
C000758,febrero,urbana_premium,0,33.333333333333336,Premium,"39380,00",42920,"220,00"
C000758,marzo,urbana_premium,0,42,Premium,"39380,00",62896,"220,00"
C000758,abril,urbana_premium,0,,Premium,,64966,
C000758,mayo,urbana_premium,0,40,Premium,"39380,00",45010,"220,00"
C000758,junio,urbana_premium,0,36.666666666666664,Premium,"39380,00",23497,"220,00"
C000758,julio,urbana_premium,0,40,Premium,"39380,00",64416,"220,00"
C000758,agosto,urbana_premium,0,30,Premium,"39380,00",64221,"220,00"
C000758,septiembre,urbana_premium,0,30,Premium,"39380,00",45494,"220,00"
C000758,octubre,urbana_premium,0,35,Premium,"39380,00",62716,"220,00"
C000758,noviembre,urbana_premium,0,38.333333333333336,Premium,"39380,00",62100,"220,00"
C000758,diciembre,urbana_premium,0,,Premium,,61174,
C000759,enero,suburbana,0,40,Premium,,22291,"310,00"
C000759,febrero,suburbana,0,35,Premium,,9271,"310,00"
C000759,marzo,suburbana,0,35,Premium,,16247,"310,00"
C000759,abril,suburbana,0,36.666666666666664,Premium,,23335,"310,00"
C000759,mayo,suburbana,0,35,Premium,,23923,"310,00"
C000759,junio,suburbana,0,35,Premium,,23968,"310,00"
C000759,julio,suburbana,0,25,Premium,,21690,"310,00"
C000759,agosto,suburbana,0,36.666666666666664,Premium,,8840,"310,00"
C000759,septiembre,suburbana,0,33.333333333333336,Premium,,2193,"310,00"
C000759,octubre,suburbana,0,40,Premium,,8996,"310,00"
C000759,noviembre,suburbana,0,30,Premium,,2175,"310,00"
C000759,diciembre,suburbana,0,35,Premium,,9408,"310,00"
C000760,enero,urbana_premium,0,,Premium,,31875,
C000760,febrero,urbana_premium,0,40,Premium,"20420,00",30688,
C000760,marzo,urbana_premium,0,31.25,Premium,"20420,00",45883,
C000760,abril,urbana_premium,0,25,Premium,"20420,00",31019,
C000760,mayo,urbana_premium,0,40,Premium,"20420,00",34234,
C000760,junio,urbana_premium,0,50,Premium,"20420,00",48771,
C000760,julio,urbana_premium,0,30,Premium,"20420,00",47736,
C000760,agosto,urbana_premium,0,30,Premium,"20420,00",46762,
C000760,septiembre,urbana_premium,0,40,Premium,"20420,00",32014,
C000760,octubre,urbana_premium,0,40,Premium,"20420,00",30601,
C000760,noviembre,urbana_premium,0,40,Premium,"20420,00",42968,
C000760,diciembre,urbana_premium,0,30,Premium,"20420,00",17269,
C000761,enero,suburbana,0,37.5,Premium,"33310,00",97433,"670,00"
C000761,febrero,suburbana,0,20,Premium,"33310,00",98464,"670,00"
C000761,marzo,suburbana,0,40,Premium,"33310,00",99129,"670,00"
C000761,abril,suburbana,0,35,Premium,"33310,00",131673,"670,00"
C000761,mayo,suburbana,0,35,Premium,"33310,00",69410,"670,00"
C000761,junio,suburbana,0,,Premium,,98778,
C000761,julio,suburbana,0,26.666666666666668,Premium,"33310,00",97519,"670,00"
C000761,agosto,suburbana,0,30,Premium,"33310,00",38736,"670,00"
C000761,septiembre,suburbana,0,32,Premium,"33310,00",95740,"670,00"
C000761,octubre,suburbana,0,26.666666666666668,Premium,"33310,00",95493,"670,00"
C000761,noviembre,suburbana,0,25,Premium,"33310,00",95727,"670,00"
C000761,diciembre,suburbana,0,30,Premium,"33310,00",95493,"670,00"
C000762,enero,urbana_premium,0,30,Premium,"36670,00",54233,"80,00"
C000762,febrero,urbana_premium,0,25,Premium,"36670,00",54948,"80,00"
C000762,marzo,urbana_premium,0,40,Premium,"36670,00",54988,"80,00"
C000762,abril,urbana_premium,0,,Premium,,56335,
C000762,mayo,urbana_premium,0,38.333333333333336,Premium,"36670,00",3725,"80,00"
C000762,junio,urbana_premium,0,40,Premium,"36670,00",57718,"80,00"
C000762,julio,urbana_premium,0,,Premium,,57571,
C000762,agosto,urbana_premium,0,30,Premium,"36670,00",56854,"80,00"
C000762,septiembre,urbana_premium,0,50,Premium,"36670,00",56111,"80,00"
C000762,octubre,urbana_premium,0,,Premium,,54793,
C000762,noviembre,urbana_premium,0,45,Premium,"36670,00",36532,"80,00"
C000762,diciembre,urbana_premium,0,40,Premium,"36670,00",54624,"80,00"
C000763,enero,suburbana,0,,Prepago,,15511,
C000763,febrero,suburbana,0,28.75,Prepago,"28590,00",15028,"330,00"
C000763,marzo,suburbana,0,43.333333333333336,Prepago,"28590,00",11914,"330,00"
C000763,abril,suburbana,0,23.333333333333332,Prepago,"28590,00",12039,"330,00"
C000763,mayo,suburbana,0,30,Prepago,"28590,00",18368,"330,00"
C000763,junio,suburbana,0,27.5,Prepago,"28590,00",17831,"330,00"
C000763,julio,suburbana,0,33.333333333333336,Prepago,"28590,00",18083,"330,00"
C000763,agosto,suburbana,0,33.333333333333336,Prepago,"28590,00",11623,"330,00"
C000763,septiembre,suburbana,0,,Prepago,,11806,
C000763,octubre,suburbana,0,23.333333333333332,Prepago,"28590,00",15493,"330,00"
C000763,noviembre,suburbana,0,32.5,Prepago,"28590,00",15031,"330,00"
C000763,diciembre,suburbana,0,,Prepago,,15212,
C000764,enero,urbana_premium,0,35,Premium,"27880,00",52715,"500,00"
C000764,febrero,urbana_premium,0,50,Premium,"27880,00",132404,"500,00"
C000764,marzo,urbana_premium,0,30,Premium,"27880,00",132349,"500,00"
C000764,abril,urbana_premium,0,50,Premium,"27880,00",93984,"500,00"
C000764,mayo,urbana_premium,0,32.5,Premium,"27880,00",95017,"500,00"
C000764,junio,urbana_premium,0,,Premium,,138124,
C000764,julio,urbana_premium,0,35,Premium,"27880,00",143398,"500,00"
C000764,agosto,urbana_premium,0,40,Premium,"27880,00",134864,"500,00"
C000764,septiembre,urbana_premium,0,30,Premium,"27880,00",95243,"500,00"
C000764,octubre,urbana_premium,0,30,Premium,"27880,00",93958,"500,00"
C000764,noviembre,urbana_premium,0,40,Premium,"27880,00",94305,"500,00"
C000764,diciembre,urbana_premium,0,35,Premium,"27880,00",54571,"500,00"
C000765,enero,urbana_premium,0,26.666666666666668,Contrato,"33500,00",18920,"360,00"
C000765,febrero,urbana_premium,0,30,Contrato,"33500,00",22862,"360,00"
C000765,marzo,urbana_premium,0,33.333333333333336,Contrato,"33500,00",17458,"360,00"
C000765,abril,urbana_premium,0,43.333333333333336,Contrato,"33500,00",23798,"360,00"
C000765,mayo,urbana_premium,0,35,Contrato,"33500,00",24963,"360,00"
C000765,junio,urbana_premium,0,30,Contrato,"33500,00",15307,"360,00"
C000765,julio,urbana_premium,0,30,Contrato,"33500,00",23026,"360,00"
C000765,agosto,urbana_premium,0,45,Contrato,"33500,00",22674,"360,00"
C000765,septiembre,urbana_premium,0,30,Contrato,"33500,00",21547,"360,00"
C000765,octubre,urbana_premium,0,45,Contrato,"33500,00",7767,"360,00"
C000765,noviembre,urbana_premium,0,43.333333333333336,Contrato,"33500,00",20781,"360,00"
C000765,diciembre,urbana_premium,0,40,Contrato,"33500,00",15285,"360,00"
C000766,enero,rural,0,30,Prepago,"23150,00",8062,"110,00"
C000766,febrero,rural,0,36.666666666666664,Prepago,"23150,00",8158,"110,00"
C000766,marzo,rural,0,35.714285714285715,Prepago,"23150,00",7984,"110,00"
C000766,abril,rural,0,33.333333333333336,Prepago,"23150,00",8992,"110,00"
C000766,mayo,rural,0,28.333333333333332,Prepago,"23150,00",8490,"110,00"
C000766,junio,rural,0,35.714285714285715,Prepago,"23150,00",6394,"110,00"
C000766,julio,rural,1,30,Prepago,"23150,00",8457,"110,00"
C000766,agosto,rural,0,20,Prepago,"23150,00",4464,"110,00"
C000766,septiembre,rural,0,,Prepago,,4374,
C000766,octubre,rural,0,,Prepago,,4374,
C000766,noviembre,rural,0,40,Prepago,"23150,00",4374,"110,00"
C000766,diciembre,rural,0,37.5,Prepago,"23150,00",4374,"110,00"
C000767,enero,rural,0,32.5,Contrato,"21770,00",36667,"170,00"
C000767,febrero,rural,0,39,Contrato,"21770,00",39560,"170,00"
C000767,marzo,rural,0,36.666666666666664,Contrato,"21770,00",28318,"170,00"
C000767,abril,rural,0,30,Contrato,"21770,00",38893,"170,00"
C000767,mayo,rural,0,25,Contrato,"21770,00",28384,"170,00"
C000767,junio,rural,0,23.333333333333332,Contrato,"21770,00",14428,"170,00"
C000767,julio,rural,0,37.5,Contrato,"21770,00",39092,"170,00"
C000767,agosto,rural,0,35,Contrato,"21770,00",36356,"170,00"
C000767,septiembre,rural,0,35,Contrato,"21770,00",24816,"170,00"
C000767,octubre,rural,0,32.5,Contrato,"21770,00",37864,"170,00"
C000767,noviembre,rural,0,36.666666666666664,Contrato,"21770,00",26389,"170,00"
C000767,diciembre,rural,0,38.333333333333336,Contrato,"21770,00",38539,"170,00"
C000768,enero,suburbana,0,30,Premium,"38050,00",20965,"310,00"
C000768,febrero,suburbana,0,32.5,Premium,"38050,00",14106,"310,00"
C000768,marzo,suburbana,0,30,Premium,"38050,00",22242,"310,00"
C000768,abril,suburbana,0,30,Premium,"38050,00",23807,"310,00"
C000768,mayo,suburbana,0,30,Premium,"38050,00",9634,"310,00"
C000768,junio,suburbana,0,40,Premium,"38050,00",23344,"310,00"
C000768,julio,suburbana,0,37.5,Premium,"38050,00",31392,"310,00"
C000768,agosto,suburbana,0,40,Premium,"38050,00",22793,"310,00"
C000768,septiembre,suburbana,0,20,Premium,"38050,00",21553,"310,00"
C000768,octubre,suburbana,0,40,Premium,"38050,00",21732,"310,00"
C000768,noviembre,suburbana,0,36.666666666666664,Premium,"38050,00",15167,"310,00"
C000768,diciembre,suburbana,0,40,Premium,"38050,00",14610,"310,00"
C000769,enero,urbana_premium,0,30,Premium,"26100,00",56838,"100,00"
C000769,febrero,urbana_premium,0,40,Premium,"26100,00",39582,"100,00"
C000769,marzo,urbana_premium,0,,Premium,,40542,
C000769,abril,urbana_premium,0,50,Premium,"26100,00",38184,"100,00"
C000769,mayo,urbana_premium,0,30,Premium,"26100,00",61443,"100,00"
C000769,junio,urbana_premium,0,40,Premium,"26100,00",61576,"100,00"
C000769,julio,urbana_premium,0,33.333333333333336,Premium,"26100,00",42632,"100,00"
C000769,agosto,urbana_premium,0,25,Premium,"26100,00",59833,"100,00"
C000769,septiembre,urbana_premium,0,33.333333333333336,Premium,"26100,00",59109,"100,00"
C000769,octubre,urbana_premium,0,35,Premium,"26100,00",57694,"100,00"
C000769,noviembre,urbana_premium,0,,Premium,,57301,
C000769,diciembre,urbana_premium,0,50,Premium,"26100,00",56609,"100,00"
C000770,enero,suburbana,0,,Contrato,,4857,
C000770,febrero,suburbana,0,40,Contrato,"18280,00",4075,"680,00"
C000770,marzo,suburbana,0,40,Contrato,"18280,00",4075,"680,00"
C000770,abril,suburbana,0,26.666666666666668,Contrato,"18280,00",4394,"680,00"
C000770,mayo,suburbana,1,25,Contrato,"18280,00",4662,"680,00"
C000771,enero,urbana_premium,1,,Premium,,33895,
C000771,febrero,urbana_premium,0,30,Premium,"18970,00",17793,"150,00"
C000771,marzo,urbana_premium,0,,Premium,,18282,
C000771,abril,urbana_premium,0,20,Premium,"18970,00",18003,"150,00"
C000771,mayo,urbana_premium,0,,Premium,,17937,
C000771,junio,urbana_premium,0,,Premium,,17744,
C000771,julio,urbana_premium,0,30,Premium,"18970,00",17168,"150,00"
C000771,agosto,urbana_premium,0,50,Premium,"18970,00",17992,"150,00"
C000771,septiembre,urbana_premium,0,,Premium,,17598,
C000771,octubre,urbana_premium,0,,Premium,,16705,
C000771,noviembre,urbana_premium,0,,Premium,,16372,
C000771,diciembre,urbana_premium,0,,Premium,,1686,
C000772,enero,urbana_premium,0,,Contrato,,30276,
C000772,febrero,urbana_premium,0,50,Contrato,"40220,00",30247,
C000772,marzo,urbana_premium,0,30,Contrato,"40220,00",46379,
C000772,abril,urbana_premium,0,40,Contrato,"40220,00",19122,
C000772,mayo,urbana_premium,0,46.666666666666664,Contrato,"40220,00",48881,
C000772,junio,urbana_premium,0,40,Contrato,"40220,00",50365,
C000772,julio,urbana_premium,0,40,Contrato,"40220,00",49753,
C000772,agosto,urbana_premium,0,33.333333333333336,Contrato,"40220,00",33641,
C000772,septiembre,urbana_premium,0,,Contrato,,64377,
C000772,octubre,urbana_premium,0,,Contrato,,46458,
C000772,noviembre,urbana_premium,0,32.857142857142854,Contrato,"40220,00",45438,
C000772,diciembre,urbana_premium,0,38.333333333333336,Contrato,"40220,00",44743,
C000773,enero,urbana_premium,0,30,Premium,"49880,00",27661,"420,00"
C000773,febrero,urbana_premium,0,35,Premium,"49880,00",40077,"420,00"
C000773,marzo,urbana_premium,0,30,Premium,"49880,00",41783,"420,00"
C000773,abril,urbana_premium,0,50,Premium,"49880,00",16803,"420,00"
C000773,mayo,urbana_premium,0,30,Premium,"49880,00",44480,"420,00"
C000773,junio,urbana_premium,0,,Premium,,31044,
C000773,julio,urbana_premium,0,42,Premium,"49880,00",42938,"420,00"
C000773,agosto,urbana_premium,0,35,Premium,"49880,00",40350,"420,00"
C000773,septiembre,urbana_premium,0,40,Premium,"49880,00",41437,"420,00"
C000773,octubre,urbana_premium,0,45,Premium,"49880,00",25431,"420,00"
C000773,noviembre,urbana_premium,0,32.5,Premium,"49880,00",41690,"420,00"
C000773,diciembre,urbana_premium,0,30,Premium,"49880,00",27901,"420,00"
C000774,enero,suburbana,0,30,Prepago,"19770,00",6378,"120,00"
C000774,febrero,suburbana,0,46.666666666666664,Prepago,"19770,00",5693,"120,00"
C000774,marzo,suburbana,0,40,Prepago,"19770,00",7273,"120,00"
C000774,abril,suburbana,0,30,Prepago,"19770,00",2299,"120,00"
C000774,mayo,suburbana,0,40,Prepago,"19770,00",8203,"120,00"
C000774,junio,suburbana,0,32.5,Prepago,"19770,00",6685,"120,00"
C000774,julio,suburbana,0,33.333333333333336,Prepago,"19770,00",4094,"120,00"
C000774,agosto,suburbana,0,40,Prepago,"19770,00",3929,"120,00"
C000774,septiembre,suburbana,0,40,Prepago,"19770,00",471,"120,00"
C000774,octubre,suburbana,0,33.333333333333336,Prepago,"19770,00",468,"120,00"
C000774,noviembre,suburbana,0,33.333333333333336,Prepago,"19770,00",5352,"120,00"
C000774,diciembre,suburbana,0,,Prepago,,2547,
C000775,enero,rural,0,30,Prepago,"14920,00",6454,"190,00"
C000775,febrero,rural,0,32,Prepago,"14920,00",6575,"190,00"
C000775,marzo,rural,0,38,Prepago,"14920,00",2990,"190,00"
C000775,abril,rural,0,30,Prepago,"14920,00",8186,"190,00"
C000775,mayo,rural,0,28.75,Prepago,"14920,00",8571,"190,00"
C000775,junio,rural,0,32.5,Prepago,"14920,00",8089,"190,00"
C000775,julio,rural,0,30,Prepago,"14920,00",8557,"190,00"
C000775,agosto,rural,0,25,Prepago,"14920,00",6376,"190,00"
C000775,septiembre,rural,0,32.5,Prepago,"14920,00",6046,"190,00"
C000775,octubre,rural,0,37.5,Prepago,"14920,00",6086,"190,00"
C000775,noviembre,rural,0,30,Prepago,"14920,00",5922,"190,00"
C000775,diciembre,rural,0,28,Prepago,"14920,00",5921,"190,00"
C000776,enero,suburbana,0,,Prepago,,5008,
C000776,febrero,suburbana,0,38.75,Prepago,"57730,00",5260,"600,00"
C000776,marzo,suburbana,0,31.666666666666668,Prepago,"57730,00",6318,"600,00"
C000776,abril,suburbana,0,30,Prepago,"57730,00",7155,"600,00"
C000776,mayo,suburbana,0,35,Prepago,"57730,00",2404,"600,00"
C000776,junio,suburbana,0,30,Prepago,"57730,00",4590,"600,00"
C000776,julio,suburbana,0,40,Prepago,"57730,00",6046,"600,00"
C000776,agosto,suburbana,0,40,Prepago,"57730,00",5668,"600,00"
C000776,septiembre,suburbana,0,32,Prepago,"57730,00",5433,"600,00"
C000776,octubre,suburbana,0,40,Prepago,"57730,00",5060,"600,00"
C000776,noviembre,suburbana,0,30,Prepago,"57730,00",4548,"600,00"
C000776,diciembre,suburbana,0,40,Prepago,"57730,00",4548,"600,00"
C000777,enero,suburbana,0,45,Premium,"46610,00",31859,"790,00"
C000777,febrero,suburbana,0,36.666666666666664,Premium,"46610,00",46127,"790,00"
C000777,marzo,suburbana,0,37.5,Premium,"46610,00",31797,"790,00"
C000777,abril,suburbana,0,32.5,Premium,"46610,00",45969,"790,00"
C000777,mayo,suburbana,0,25,Premium,"46610,00",48029,"790,00"
C000777,junio,suburbana,0,30,Premium,"46610,00",34611,"790,00"
C000777,julio,suburbana,0,,Premium,,33930,
C000777,agosto,suburbana,0,,Premium,,47525,
C000777,septiembre,suburbana,0,20,Premium,"46610,00",46751,"790,00"
C000777,octubre,suburbana,0,27.5,Premium,"46610,00",46173,"790,00"
C000777,noviembre,suburbana,0,40,Premium,"46610,00",45483,"790,00"
C000777,diciembre,suburbana,0,33.333333333333336,Premium,"46610,00",45815,"790,00"
C000778,enero,urbana_premium,0,25,Premium,"61050,00",49694,"240,00"
C000778,febrero,urbana_premium,0,,Premium,"61050,00",36494,"240,00"
C000778,marzo,urbana_premium,0,,Premium,,51060,
C000778,abril,urbana_premium,0,32.5,Premium,"61050,00",54215,"240,00"
C000778,mayo,urbana_premium,0,45,Premium,"61050,00",53630,"240,00"
C000778,junio,urbana_premium,0,,Premium,,37030,
C000778,julio,urbana_premium,0,32.5,Premium,"61050,00",56329,"240,00"
C000778,agosto,urbana_premium,0,30,Premium,"61050,00",35865,"240,00"
C000778,septiembre,urbana_premium,0,40,Premium,"61050,00",70720,"240,00"
C000778,octubre,urbana_premium,0,40,Premium,"61050,00",51112,"240,00"
C000778,noviembre,urbana_premium,0,40,Premium,"61050,00",49059,"240,00"
C000778,diciembre,urbana_premium,0,40,Premium,"61050,00",53567,"240,00"
C000779,enero,urbana_premium,0,,Premium,,16943,
C000779,febrero,urbana_premium,0,30,Premium,"43250,00",45652,"300,00"
C000779,marzo,urbana_premium,0,20,Premium,"43250,00",44164,"300,00"
C000779,abril,urbana_premium,0,,Premium,,31316,
C000779,mayo,urbana_premium,0,40,Premium,"43250,00",17367,"300,00"
C000779,junio,urbana_premium,0,42.5,Premium,"43250,00",45653,"300,00"
C000779,julio,urbana_premium,0,,Premium,"43250,00",45545,"300,00"
C000779,agosto,urbana_premium,0,40,Premium,"43250,00",32621,"300,00"
C000779,septiembre,urbana_premium,0,30,Premium,"43250,00",31870,"300,00"
C000779,octubre,urbana_premium,0,,Premium,,16303,
C000779,noviembre,urbana_premium,0,45,Premium,"43250,00",31326,"300,00"
C000779,diciembre,urbana_premium,0,35,Premium,"43250,00",18193,"300,00"
C000780,enero,suburbana,0,25,Prepago,"38160,00",13202,"70,00"
C000780,febrero,suburbana,0,40,Prepago,"38160,00",12948,"70,00"
C000780,marzo,suburbana,0,26.666666666666668,Prepago,"38160,00",10058,"70,00"
C000780,abril,suburbana,0,40,Prepago,"38160,00",15887,"70,00"
C000780,mayo,suburbana,0,40,Prepago,"38160,00",6485,"70,00"
C000780,junio,suburbana,0,27.5,Prepago,"38160,00",15760,"70,00"
C000780,julio,suburbana,0,27.5,Prepago,"38160,00",9302,"70,00"
C000780,agosto,suburbana,0,50,Prepago,"38160,00",10250,"70,00"
C000780,septiembre,suburbana,0,35,Prepago,"38160,00",17648,"70,00"
C000780,octubre,suburbana,0,40,Prepago,"38160,00",15452,"70,00"
C000780,noviembre,suburbana,0,30,Prepago,"38160,00",8429,"70,00"
C000780,diciembre,suburbana,0,10,Prepago,"38160,00",8250,"70,00"
C000781,enero,urbana_premium,0,40,Premium,"34620,00",78630,"150,00"
C000781,febrero,urbana_premium,0,30,Premium,"34620,00",54767,"150,00"
C000781,marzo,urbana_premium,0,30,Premium,"34620,00",79027,"150,00"
C000781,abril,urbana_premium,0,20,Premium,"34620,00",54278,"150,00"
C000781,mayo,urbana_premium,0,40,Premium,"34620,00",81724,"150,00"
C000781,junio,urbana_premium,0,50,Premium,"34620,00",82559,"150,00"
C000781,julio,urbana_premium,0,35,Premium,"34620,00",82617,"150,00"
C000781,agosto,urbana_premium,0,40,Premium,"34620,00",56621,"150,00"
C000781,septiembre,urbana_premium,0,,Premium,,79254,
C000781,octubre,urbana_premium,0,,Premium,,55618,
C000781,noviembre,urbana_premium,0,33.333333333333336,Premium,"34620,00",54213,"150,00"
C000781,diciembre,urbana_premium,0,30,Premium,"34620,00",77397,"150,00"
C000782,enero,urbana_premium,0,34,Contrato,"23260,00",33330,"340,00"
C000782,febrero,urbana_premium,0,31.666666666666668,Contrato,"23260,00",14176,"340,00"
C000782,marzo,urbana_premium,0,40,Contrato,"23260,00",36371,"340,00"
C000782,abril,urbana_premium,0,30,Contrato,"23260,00",36267,"340,00"
C000782,mayo,urbana_premium,0,,Contrato,,24560,
C000782,junio,urbana_premium,0,30,Contrato,"23260,00",38135,"340,00"
C000782,julio,urbana_premium,0,35,Contrato,"23260,00",25071,"340,00"
C000782,agosto,urbana_premium,0,35,Contrato,"23260,00",24826,"340,00"
C000782,septiembre,urbana_premium,0,30,Contrato,"23260,00",34554,"340,00"
C000782,octubre,urbana_premium,0,,Contrato,,33146,
C000782,noviembre,urbana_premium,0,40,Contrato,"23260,00",32619,"340,00"
C000782,diciembre,urbana_premium,0,30,Contrato,"23260,00",32891,"340,00"
C000783,enero,suburbana,0,25,Premium,"18430,00",46720,"380,00"
C000783,febrero,suburbana,0,33.333333333333336,Premium,"18430,00",47353,"380,00"
C000783,marzo,suburbana,0,30,Premium,"18430,00",47612,"380,00"
C000783,abril,suburbana,0,25,Premium,"18430,00",48158,"380,00"
C000783,mayo,suburbana,0,50,Premium,"18430,00",32443,"380,00"
